split,split_index,dataset,category,label,label_name,relative_path,size_bytes,sha256
hard_negative_v2,20,hard_negative_v2,danse,0,non_violence,test_danse_v2/danse_v2_06_eUllT7imgxU.mp4,334141,50b9b54e6606db8770b0d435b3e6285dbf945363b3f144261be5ec30cbbbb166
hard_negative_v2,21,hard_negative_v2,danse,0,non_violence,test_danse_v2/danse_v2_07_DwlUGY0kUkI.mp4,1332559,4810ebb10f95f0e10be1fcb0099e9330c44f10c25c2d9be752646af9a37002f5
hard_negative_v2,22,hard_negative_v2,danse,0,non_violence,test_danse_v2/danse_v2_08_73jg9jRBvUg.mp4,4023611,a8ec8c9533da834bc77b69a1421b50343a755f13d8491d7779ae17d63220d1e0
hard_negative_v2,23,hard_negative_v2,danse,0,non_violence,test_danse_v2/danse_v2_09_ObCq7SzpOoI.mp4,2906207,de648d205534cc43415f6ded31301854d952beab30414b0e7b5d88251324d792
hard_negative_v2,24,hard_negative_v2,danse,0,non_violence,test_danse_v2/danse_v2_10_XQ0-9ASl6U4.mp4,7248910,433616b739cad70f52b60b533a0d27441715f5411258e3a10a8c74690e771bd1
hard_negative_v2,25,hard_negative_v2,calme,0,non_violence,test_calme_v2/calme_v2_01_LEXStnAjOSc.mp4,806936,f4dffdd585b45cc0406898f2311ed2d5594cd1e24b8b47a04ef06423739c996a
hard_negative_v2,26,hard_negative_v2,calme,0,non_violence,test_calme_v2/calme_v2_02_zgziSxCEPWo.mp4,969847,d4af20559fc4cf7f5c7124217f6ceac2930f5a41ebd6f193c05e118a77a1dd82
hard_negative_v2,27,hard_negative_v2,calme,0,non_violence,test_calme_v2/calme_v2_03_TC4dVacd_2w.mp4,1281966,8018ec607fe7ac3b85296cbc931a2b233fa1bf4e1a9cc3efbec48c349d92df20
hard_negative_v2,28,hard_negative_v2,calme,0,non_violence,test_calme_v2/calme_v2_04_llf3zCy7MTc.mp4,712204,821c32df7f5c181f6696e10060c32fed7b2bdced8639d7775277b64ecf2b415a
hard_negative_v2,29,hard_negative_v2,calme,0,non_violence,test_calme_v2/calme_v2_05_Q6JKHqSaV5E.mp4,791309,ce3c09251df74f07e7bed4c98b09c2893beec3eedc4ba8d131e7b16142e9f1a1
