split,split_index,dataset,category,label,label_name,relative_path,size_bytes,sha256
train,17,RLVS,,1,violence,Violence/V_672.mp4,921831,cf21963c0198df2aed7cc4a295ba4f8ac6982ef67389763bb2ad0d7de9ad64fa
train,18,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0003.avi,9357494,0a241944b6d301cf603d537f6ca732bfcefdebd01ccde86f9025dbf3b0d7ac0c
train,19,RLVS,,0,non_violence,NonViolence/NV_638.mp4,213773,c69ca211383f3baff956b8da2d51c03cd8b14f8ad4a4b52c3f739ecb3aa6f564
train,20,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0069.avi,2212446,4ba1056a76d3e478610e1d87ae1ec619aae8bc5d76c9247e240699aeb22a490a
train,21,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0147.avi,4038418,0d43bc5030c37a4c1814cb4d014994f2c5c200ca9c79c1d71c420cf229e76ba2
train,22,RLVS,,1,violence,Violence/V_199.mp4,416711,26ed5565f9e6f383fcce80f7686688666a5399af5a04200da049b7de516d9ac8
train,23,RLVS,,1,violence,Violence/V_143.mp4,942817,f11ae77b6a5e76a1c7e26940cb92be72c1f254582be04da1db98452228b2b05d
train,24,RLVS,,0,non_violence,NonViolence/NV_765.mp4,1392112,e2d0f3eca61cd0e07eca5b6cb6a9aeef4d7613284fa80dca9a181bb6853a63ff
train,25,RWF-2000,,1,violence,val/Fight/rwf_val_fight_0050.avi,12209134,ba88f72b428ba78f0dd4ab9d4c242f0f1552424e819c9f381d3cb5220c1348fd
train,26,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0407.avi,14600124,8c8e54ed0cf46f6ccbda933faf3de1235d6dd0c547e4e2c03a56722af787afe9
train,27,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0220.avi,6511376,4edba1c1294dcbf559cb56d776a7924b36484ca384a23043e60784b398cdb10e
train,28,RLVS,,0,non_violence,NonViolence/NV_532.mp4,360171,54e5ebe08c75d8dd2e1b448e93cbf835c1db5129a268eff105c2ccf3604007d3
train,29,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0544.avi,11082476,4b31e139542648f4fa510141cd7a0aecb1f461f4349c499fd87afd20cb44e802
train,30,RLVS,,0,non_violence,NonViolence/NV_6.mp4,1354646,3d054705c076dc9b80189878d17cb6752912e61a3e445fa36e82867261e61485
train,31,RLVS,,1,violence,Violence/V_152.mp4,692621,adb555b9a6f8ef5786dabbdd1e865431a7e9d1d3065625060ff3b9a7e6fc22ba
train,32,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0133.avi,6306284,1ca7d188040566cd51b6623ab4c764d791e0f33d8e9c16d97672547b034e6b68
train,33,RLVS,,0,non_violence,NonViolence/NV_18.mp4,1572711,0768f2ee60addd51eff1ada83d25b989d37a73bda938ece83e0f183ddf45f759
train,34,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0388.avi,9591822,85374ba0f2442d3c56d53fb74ae3856229808c10441c48f482272d35c334847a
train,35,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0088.avi,24559472,6cfd5b246b113569a3e71a956fbfe6a9d8a80e1750dab42feac989ea796102c0
train,36,RLVS,,1,violence,Violence/V_278.mp4,2643189,7ea8dba80bd5e9d99baee1490d3a79f5c6d1f4372cb59d724472f5a1d43f938b
train,37,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0302.avi,13549692,2ab6b8a3f846a8b67610008bc953a905fd5d40bb67dd9d360022436d0d7c1e5a
train,38,RLVS,,0,non_violence,NonViolence/NV_639.mp4,112846,757d1e5f150e68ddf213b3bf1fb7388fa9769088e6479b3051ee1b7d68e9fb78
train,39,RLVS,,0,non_violence,NonViolence/NV_970.mp4,1031131,e9bc045ed2b480d78aaec416a8045d7f26bffb4ffca75c5402068bfb964b350d
train,40,RLVS,,0,non_violence,NonViolence/NV_853.mp4,1000346,524d31e12b2a4ddec8bf5a4728008768db94578525ab0ca54a1afea69a4f9752
train,41,RLVS,,1,violence,Violence/V_759.mp4,2721340,055eada363e2bb0df863829dcd45716fa15a684a2c2787043a37dcb7043f9349
train,42,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0125.avi,12005216,66672089e56c13a1f0fd632ba179a99ff716ea6af5c6a61b42cd4447fe59efbf
train,43,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0131.avi,8400486,378383e2a3c7c5406fd2e20bf73a951c34dabd870ed55475d62e8694ba222ea0
train,44,RLVS,,1,violence,Violence/V_123.mp4,329213,df29e10f486060a4f9099dfb59c8274c91ac79e5c9595c4e25c95ec02d6b54b3
train,45,RLVS,,0,non_violence,NonViolence/NV_770.mp4,1005922,0c5c5bb3eb07a9fae8fd974fb1291361863916ab2f415dc8efb61ff19b2541be
train,46,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0665.avi,1758788,00fdf3a103bc91f8588cafafb89f09b24bbeb1d7fe933ff9a3a2e12193f07b4a
train,47,RLVS,,1,violence,Violence/V_820.mp4,680167,1c3331661ed7c63306856f33553e47f108af903e42150523c1c122d6151183af
train,48,RLVS,,0,non_violence,NonViolence/NV_885.avi,692386,cd79ab4c3986c449c06acfe0857bb0a2ac307a0d6b5c41b95e1a4b47f877eabb
train,49,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0059.avi,14078192,bc509867e2789a4895745f01545a08020f04f69867e26b4d29345d717bdc668f
train,50,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0589.avi,14464218,c4ed2cd10d5d6650df7b075c629567bdf89f10c600b480c2a892809ef4365f70
train,51,RLVS,,1,violence,Violence/V_659.mp4,1347670,9e69f7a9918a997b51592b4ce172cc84220389a281506710f75181e63e027ed6
train,52,RWF-2000,,1,violence,val/Fight/rwf_val_fight_0133.avi,8716664,01e6d452674786452566898a8839679e6fb239d1ca344f5fb04f102ebee5349d
train,53,RLVS,,0,non_violence,NonViolence/NV_409.mp4,314870,e960a6f564530f4df45df89724b474baf316f002a06fef419e071587c2c8eaa4
train,54,RLVS,,1,violence,Violence/V_706.mp4,869447,9d7f466ec4faa81d8d7c50db26f065aa4b2fc6cd5b6b8afe2a67fcf9e0b3fae1
train,55,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0530.avi,2312188,b1c13e291c0772bdf40e711f3d9b433b0ce5fc971c467789facd580414f4a60e
train,56,RLVS,,0,non_violence,NonViolence/NV_916.mp4,1115203,7de80626afd9dc0637efd28c38c9c5df94b365a1eeb7a6e10efad18a3ecde849
train,57,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0381.avi,17511462,1df496dcaf7d34f20f34737a894cbfbab2f30f8c530e91291b08ca4b9ee80ccf
train,58,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0111.avi,2258912,5b6c14b03da4cf746322e9cdbe7d2eb88d836b16e8b70fa5c9a1a94e8c43e795
train,59,RLVS,,1,violence,Violence/V_200.mp4,543597,b4337cb714065bc7dcd88b7e0aea425d16c529fdf4ac1758d6067d57fcbdf626
train,60,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0297.avi,2703410,6ddea7c4278eed6bd21eeaaa1ed6c7233aca78f74369a922dc4344c21d64aabd
train,61,RLVS,,0,non_violence,NonViolence/NV_42.mp4,376465,4b5fe6962ca9c9dde749029a8b4300995ebed55d74d4dbb30b74abbb5139341b
train,62,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0117.avi,3018134,9941dc0af3d2cdd6891348a9096d54a264749548d08a1ec1627fea40ac85e050
train,63,RLVS,,1,violence,Violence/V_755.mp4,2153049,e035a385cc46c9d7899ebc0bee7190f7a4cccb727d253505f9a69725c8196862
train,64,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0768.avi,1334650,e417f1f795aa6ae8acfaa408b3d2453ab3179cda5e5d6af2b9ea3a91bc12373a
train,65,RLVS,,1,violence,Violence/V_623.mp4,374032,fb96c2909fb2d076bf35d796c0b4c35b5deb427cb01653520b4ecd1008ec6641
train,66,RLVS,,1,violence,Violence/V_352.mp4,432341,42d294fc020be2e4bb38b10d5d4af5b53596017ea6fa5a91d76143b95ec3b00c
train,67,RLVS,,1,violence,Violence/V_528.mp4,1113814,5d9fb2e6287f64c4fbfd60e43451d1efc274fbd1136e50c4e9595b062eb3e681
train,68,RLVS,,0,non_violence,NonViolence/NV_200.mp4,520630,22350850d1a25b5ec8c4ed57ec29932c78fe5959c4ca30b4ee2d053f827683bc
train,69,RLVS,,0,non_violence,NonViolence/NV_258.mp4,624458,5727e7b453188628fb5d5e214b91d591db2dac99811324608bfe543b1a556357
train,70,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0099.avi,3223832,cc820e8c380f3a126821017e64a3651b5f9f1dc06ad5d77a66e656e36732d6b5
train,71,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0739.avi,1246140,c684adb32c96f1103f9cb3418c5f6fcb364cd44a907033ee7e1ccb4617949b78
train,72,RLVS,,1,violence,Violence/V_590.mp4,1471290,bd59b2fc16d4bb518ed6a263cccab3ccbee5a09c6b68d1b3358f6fdf9863bdf1
train,73,RLVS,,0,non_violence,NonViolence/NV_846.mp4,2254117,7a1de8478f9ea53b9318b6c8392534ec3451008af5ae4984557aa7571050065b
train,74,RLVS,,1,violence,Violence/V_738.mp4,165948,f213424843fe8098746728ac0f52427485bbfd0f6feb91da7949bafa89550d7b
train,75,RLVS,,0,non_violence,NonViolence/NV_555.mp4,384266,e496734b80c47e1a42147e559eed5304f803bfb8953cfe34b117295273f13516
train,76,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0077.avi,2084618,247ac99dd38ea36e45edd09120bce6500e92b5d57ad0791d585a0d7b0a661216
train,77,RLVS,,0,non_violence,NonViolence/NV_426.mp4,179602,b6e970b880715a779c0588b0b91a30602637e33e8a243b41bad1256c3e277462
train,78,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0066.avi,2556544,901ca729a68272a01271ba8edbac1591c588a410fd079207b742e2c65a906183
train,79,RLVS,,1,violence,Violence/V_670.mp4,1140144,6d7fc9afb40871c336bd7537b0a9c129d5e80afab3866049ce4cc0950214c7e2
train,80,RLVS,,1,violence,Violence/V_815.mp4,634162,38b64df2d542b3c0c6aa8e41e567c37fce5677bd29369a2f92175df15557a366
train,81,RLVS,,0,non_violence,NonViolence/NV_251.mp4,508210,fabbe0a3d609acb6c512e1c1f95882a8e4f896e95d6a0841d79b932b1d880253
train,82,RLVS,,0,non_violence,NonViolence/NV_48.mp4,999600,35b2538caea154767f494163f8136e9bd8669fa7973d099bf0a189760e847f8e
train,83,RLVS,,0,non_violence,NonViolence/NV_768.mp4,1054875,40fdaa0af875f1b059db5296db33a7bbe3db6dd91c380ef80b7333cc60dc8d0c
train,84,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0417.avi,2472530,cfef682898e9de09bf9e15098361d94118ecb40e25f283b81d7e3c042ba34142
train,85,RLVS,,1,violence,Violence/V_945.mp4,610604,84d03724ca2bbc6a741e7eda80e394ab36c98107db9df7d9ef6b015ed2034236
train,86,RWF-2000,,1,violence,val/Fight/rwf_val_fight_0029.avi,6799124,04771d703b86a34242255de5b9ff8d246cf5cfaa2ef937cc81d1559fd2cae67e
train,87,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0379.avi,1800098,17db57ea7650066375eea79024381ea2bfcedd062da402cdb03596f9ce8f7dbd
train,88,RLVS,,1,violence,Violence/V_767.mp4,1939850,87fc5804a8e4016db8381f14bd8053ec2aaa640a1859f8a01d3052b9b8f5ca88
train,89,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0102.avi,8727522,795dca5e53b4d41ea24b4da80a1859c258652d7a43b87c857e0eb3a89309ca20
train,90,RWF-2000,,1,violence,val/Fight/rwf_val_fight_0075.avi,18249356,f23eabfddef2b6bad8719425d4b433c093c000ff8b1d5216e339ca28f2ac3ea5
train,91,RLVS,,1,violence,Violence/V_364.mp4,1654420,5e1ab08d930a4405259a54c526b7c8a4e92f3c8e1736c9878de8f7373f5e2346
train,92,RLVS,,0,non_violence,NonViolence/NV_321.mp4,1091437,0cc15bf72444704ed9322d3284ca87dbfb44dac6886dd8cf7e89ab797e7a3a18
train,93,RLVS,,1,violence,Violence/V_680.mp4,819996,ba797c2f13d8b92af005bf58c9b623478f67cb34f733a76a76f95af406d3532d
train,94,RLVS,,0,non_violence,NonViolence/NV_220.mp4,677916,ad74fbc7d1a53f1838e43d326acabaf44b82ad4eba00da6916a758003a91e947
train,95,RLVS,,0,non_violence,NonViolence/NV_169.mp4,352872,fc8d6f8cf61c0bd1714049c6a2e8fe8979133027483e8566c453a72173fffca5
train,96,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0665.avi,17272272,b5cc01c8212bff57995b8e5a666c26b6aa87cd0a46a8c330336e8ef1c3522dc4
train,97,RWF-2000,,1,violence,val/Fight/rwf_val_fight_0142.avi,2076096,342052bc58f54f0148198e03f47f5c161333afe8d64b471e531a9ebaa1e166cb
train,98,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0394.avi,10739680,7a9d8de6e8034bcce2a0a534527590b879ba3b7455e0468fe4dd9f9f01ca775d
train,99,RLVS,,1,violence,Violence/V_655.mp4,910006,e4278fe168c55d50eea45a801227d2fde18bd05171abba012602ac9a998f4799
train,100,RLVS,,1,violence,Violence/V_296.mp4,1698061,be80a70565d9917bf8148dde226b91544ff2dfeebb7a6687617ef139d1159eb9
train,101,RLVS,,1,violence,Violence/V_810.mp4,648994,448e7332fa133136ab5f0aeffe2590d4c8c721feba936cb9f745a536fcee1b7b
train,102,RLVS,,0,non_violence,NonViolence/NV_436.mp4,284676,e6fa9d7442badc44aea80ff10aa2e175e6dbb4ef4e3f5b8f0654a5984fbe41da
train,103,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0609.avi,17380510,7ff030bbcee624b6113494e75723de0135043fd965fafcaa91078b9af93dee62
train,104,RLVS,,1,violence,Violence/V_667.mp4,578301,39f75a69758243cd16e8fa38379f39e71f9d4bfacce22dd1bd417a14a64442eb
train,105,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0581.avi,2494088,10ebf758f20cfa2861cd732cc934eaaff14dcc0e0d12c56c7526f7a69ae847c3
train,106,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0532.avi,8647432,6dcca31f1b764aba418928b6b8744721e060adb0b36af54ad86e60aa2bfb9448
train,107,RLVS,,0,non_violence,NonViolence/NV_209.mp4,731150,a185e3d687322e76c1171a1f213c4640267c820d07714e1545a601dede89ca45
train,108,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0058.avi,3057122,4d30c3acfbece00b1f2a1104e53c8197dd65f63ebb9daac0d79cf1621e11fa09
train,109,RLVS,,0,non_violence,NonViolence/NV_457.mp4,457002,31eb5e52b347920b32936d9d7cd4424196e05beae0b22a08572bfa5165679026
train,110,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0114.avi,22069910,68d016dd8c1936672503b2dc1b642795809056a3c35aadcb62853742f9f030c2
train,111,RLVS,,0,non_violence,NonViolence/NV_604.mp4,580628,9727a676e4f4089f2cee402e02f5a522b1c01ae44e83fcbf51188aaf9f65be24
train,112,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0595.avi,2674334,5145462994a96b32aa1ac4d8c20d8919fa6824b39caf868e1643b78c7a86ad40
train,113,RLVS,,1,violence,Violence/V_531.mp4,1305745,62f361e876042f76a236df3cd212b781972f9a611a2c1adb9eff6ccc17ef0775
train,114,RLVS,,0,non_violence,NonViolence/NV_961.mp4,910293,8df01229abf6d4058db0e08d55e2d59c299055a28114123dd8908c15cb388b08
train,115,RLVS,,1,violence,Violence/V_688.mp4,630649,65b63b7e52763fda3310cfe1cbc355c372e944ae7cc9359033158f483ac31f08
train,116,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0770.avi,1453056,8397605d2e26ed064e2daa89ad083e70e992fcc1d8bb6cdfc0f12e980fa898f1
train,117,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0196.avi,3800708,cfcef813ee30a339506e39a5558d46b12fef7fa7c64b450a3a854bf25dc4bbb0
train,118,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0384.avi,11594396,f905e672f0cab29426dbe5ba9cf68f8eee65cbbc1ed9c6a4fc1872dde3422c4b
train,119,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0106.avi,4336188,eb5a20612f90b1b6dd227885ab2717ab0a3341ae7b4d70509bd21714e5eaa8c4
train,120,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0699.avi,18273618,ceac731800094c6c4c560846996b176a17669eacb6985b133b2aedaaf6664f84
train,121,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0070.avi,12116896,c3676d7c0e439ebabe1444c188f0074d3cf278d5f38ab61bc5b77597ab1d2cd6
train,122,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0627.avi,5968572,33eea338a2e94b23df57e9198c8970c84a95130be13556c13ed0f43a27c00714
train,123,RLVS,,0,non_violence,NonViolence/NV_410.mp4,274816,a2fa6b677363e224e01aa1f7dac7c21a3f4aa010029b91c72cd171b2a6ac07de
train,124,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0634.avi,2494764,282dcf04656e6b77e07bc086cae7cdc52094bd5796ad9dd351e2726b04a5a158
train,125,RLVS,,1,violence,Violence/V_172.mp4,246760,23fb4b8e7d0c4b501949bbd17650a7ce344ea178f368318ac9a5b102b1d19010
train,126,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0386.avi,1820764,e0c7ac39f87a362a42a1737ae6c50a264a317dc8a42ec4b781a9b607520f460d
train,127,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0281.avi,3694112,ea62d81de51b1eec81dac71c6a6e9973c3460ac659924dbdd5bb6ec3520b1ad2
train,128,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0308.avi,2932026,abe25c129cbfd2892897a3d8983fd941d702b55eddb602a21d8167f6e226da0d
train,129,RLVS,,0,non_violence,NonViolence/NV_695.mp4,913901,2461e760124cf404a0bcf809831d21e505b258f894cf990ff6c2ab9372b85f66
train,130,RLVS,,0,non_violence,NonViolence/NV_468.mp4,255639,3441b9622501caad1116aed685662c9219bb7679ac294a13d53fd9b81de097c3
train,131,RLVS,,0,non_violence,NonViolence/NV_774.mp4,1472889,cd7babdc1b3ffe56abe15d42072c4c149210f0f1432036202dfc7abd194fa74f
train,132,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0087.avi,3723308,cb95a6cab1b17c97fa92533a891cfd61c955c049c47c7ce3a2abd947db708513
train,133,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0455.avi,2241160,11cd19cabc324feee6b9de2c3a67a0f52a36aa11dd3f60c518d48dab19614a8f
train,134,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0027.avi,10617392,1dc8884562b9ff2330cc1c09f4004af4756a6551bab617956c49df44c2ee6164
train,135,RLVS,,0,non_violence,NonViolence/NV_336.mp4,826283,921620e80a975114d9bdeab9ab774be9353fb5ecdee5d04ecfec8b4ad9689807
train,136,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0006.avi,8367330,80524c68e0c16f8250787413f88156c2553d825beecf6ab311f3d08c97632d09
train,137,RLVS,,0,non_violence,NonViolence/NV_874.avi,502020,2d391fcafb596b16582077c8dae80a62ca684ca210660dd9b098154707bfb2fc
train,138,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0163.avi,5856874,8026e38e071331fdff5c8c32c5cee05e65a84829d18ff102c21628a035b9661c
train,139,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0171.avi,26899968,ea20c8a831c8d2df4c4dc1ed6f43acd07033025a1b78ebd56f47d3cb2bc92edf
train,140,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0054.avi,2940362,0d416232a517aad6f2c00869d7e2c14cb87cd061f77e172b80ffcfc366228435
train,141,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0632.avi,6534772,52845cf5f8cf6604fb2739ecfd748a327b2e48567cab20274fad106f37adb2e6
train,142,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0356.avi,1357138,01eef4fbcddeeaf1564a73d969ae90e6a56231ec8fe523914adbb74779b9ee20
train,143,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0024.avi,9405614,3b1677016315e330c4c9573cc63bc0d406510d0ba918b8e939121da8c7a9ee1d
train,144,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0403.avi,8649488,1e46527e9942bfb375f3db99c000a0506ff6513b7080f42f1fa131cd93fbf745
train,145,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0432.avi,1835338,ecd95561a81ef4b1bb5e14774cba8ee2432ed9843f9ad43fab70ddf343301ca3
train,146,RWF-2000,,0,non_violence,val/NonFight/rwf_val_nonfight_0107.avi,4124848,cd10a2526dd852a30f4dea4fbf6d25dada99a560175381653bd715d59b10a3bf
train,147,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0146.avi,7190340,cfbfe223c908d77c2c3e120639071cd7c9c6487ace93a8d1e88ca14cac619129
train,148,RLVS,,0,non_violence,NonViolence/NV_323.mp4,1338490,5075c67c35fb53478ca123e4b70a5df20c9c1728dcef221abae9f8cd7489fb16
train,149,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0749.avi,4301130,992ca849d35081aff8ce54f0d3cdba070c7efdec627b885dfdc38c0eae406217
train,150,RLVS,,1,violence,Violence/V_167.mp4,259262,b0a2c517a3422149bee00a802d1b7eebe97b5c91690aded6e48e3da85cfa46e6
train,151,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0583.avi,4192258,dde1c138812382325455d2b8ac9a15e3b656c508b5c6808319169e4880c76ace
train,152,RLVS,,1,violence,Violence/V_629.mp4,1310373,c72a35d0958d8773d77116d01c858905385d46955a467a80166fa400ffb87700
train,153,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0743.avi,3240214,b456b05491a6c254adf077477acc4dc8a7a974127bea27bd8c96c1c9d3d9ca5f
train,154,RLVS,,1,violence,Violence/V_270.mp4,397449,ed4c2cc87292d8bc1d46a00f37fbbcaaa8fa4161ac7bae120fd61ff94be50088
train,155,RLVS,,0,non_violence,NonViolence/NV_271.mp4,1204231,f2c63a71dca0eefb965df3428d7c37bdda5c552779fc85a40aa41489141fdd2c
train,156,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0613.avi,3049870,95eb0a11c58fcb8f2d9cc45056db7739548ffde4112e1af479683981541f2a54
train,157,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0752.avi,3532892,4c357666a00c474832ed94e8a08b0b4c112f2a0a7cac556f7b3124da2ec1270e
train,158,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0402.avi,3199182,3546cde77cd6c31644975faa46005736fbdddd638d104c470fd1168809570c16
train,159,RLVS,,0,non_violence,NonViolence/NV_725.mp4,642210,0333f74846c1a5b8efa62abdd301a57667697c614a3f67d3c26019fb4b89d714
train,160,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0380.avi,10908780,d12b46ca9d7ae11e86ea5e607aa9a4c890cd8c91f2998317fe81b87b20051faa
train,161,RLVS,,1,violence,Violence/V_832.mp4,1437067,5346dd9095c5da1c8723a65e33730fdc8edb9d40261a9126fee98cf08936cb38
train,162,RLVS,,0,non_violence,NonViolence/NV_142.mp4,593956,846412d7a6f0530cdf3aae3beab341b65b1084c7488803ae27e04b0ddb73a944
train,163,RWF-2000,,1,violence,val/Fight/rwf_val_fight_0022.avi,4754240,8b5ca15f23431fdfe48456e937a88940863869b3d5156c224617db5b68ab90b2
train,164,RWF-2000,,1,violence,val/Fight/rwf_val_fight_0172.avi,8800568,231a6bdd0f6658a2f499cbe435f17c62731856cf42e0b2097aa624b0cd4a5659
train,165,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0550.avi,5903766,4564abf0c0dc98651faf0cd1580f1f04e41831426aceaa390cba614881b5aff6
train,166,RLVS,,0,non_violence,NonViolence/NV_759.mp4,372457,03dd7e98dc49f032c9ca1ae0c4ea3e27d7621bed245ca133bca7af5b27ab8098
train,167,RWF-2000,,0,non_violence,train/NonFight/rwf_train_nonfight_0440.avi,3207938,19bd51ea3cc31a457c00dcc4f9a8c49a044d5d1c595423b0b22a217b0ebb0721
train,168,RLVS,,0,non_violence,NonViolence/NV_576.mp4,508198,cc9b67433d5f03e9d305c8f54b79c88823e038c56e560292f1349145dbc2ffe0
train,169,RWF-2000,,1,violence,train/Fight/rwf_train_fight_0033.avi,3160080,97798b3eef590be949b7964a482315a5ad730c18f5433f83d8aa1cefc321e40f
