experiment,video,true_label,score,pred_label
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_53.mp4,0,0.11133506,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_428.mp4,1,0.60700572,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_199.mp4,0,0.39274868,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_916.mp4,0,0.79522747,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_721.mp4,1,0.90611929,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_634.mp4,1,0.01908589,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_482.mp4,0,0.04131063,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_200.mp4,1,0.42004466,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_616.mp4,1,0.38684043,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_439.mp4,0,0.16262522,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_210.mp4,0,0.07887748,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_732.mp4,1,0.55654711,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_908.mp4,1,0.90140551,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_519.mp4,0,0.42924073,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_295.mp4,1,0.37213260,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_794.mp4,0,0.74895054,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_804.mp4,0,0.01736345,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_289.mp4,0,0.64544225,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_541.mp4,0,0.28848076,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_210.mp4,1,0.92055708,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_711.mp4,0,0.07601739,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_120.mp4,0,0.27733248,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_682.mp4,0,0.03013240,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_462.mp4,1,0.25018552,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_206.mp4,0,0.74075747,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_407.mp4,1,0.05518617,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_726.mp4,1,0.47189257,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_432.mp4,0,0.03456479,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_918.mp4,0,0.84239280,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_79.mp4,1,0.41022667,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_104.mp4,0,0.28323919,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_945.mp4,0,0.46055040,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_216.mp4,1,0.04931944,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_775.mp4,0,0.04306064,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_557.mp4,0,0.07347820,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_576.mp4,1,0.60941994,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_93.mp4,1,0.13320912,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_160.mp4,0,0.00977010,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_703.mp4,1,0.47318640,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_287.mp4,0,0.45824042,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_493.mp4,0,0.06892570,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_516.mp4,1,0.89415920,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_852.mp4,0,0.01586490,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_300.mp4,0,0.53215754,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_348.mp4,0,0.70788497,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_107.mp4,0,0.58383197,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_187.mp4,0,0.10852505,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_436.mp4,1,0.93995398,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_622.mp4,0,0.03568957,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_266.mp4,0,0.01192711,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_610.mp4,1,0.44159278,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_198.mp4,1,0.73485601,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_963.mp4,0,0.07599436,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_660.mp4,1,0.31267270,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_151.mp4,1,0.21155471,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_686.mp4,0,0.01440506,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_531.mp4,0,0.47889528,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_418.mp4,0,0.07100864,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_305.mp4,0,0.31114444,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_704.mp4,0,0.05771616,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_870.avi,0,0.03307404,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_633.mp4,0,0.41217554,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_482.mp4,1,0.88883781,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_400.mp4,0,0.67061424,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_560.mp4,0,0.39351043,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_310.mp4,0,0.61545229,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_461.mp4,0,0.02303639,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_431.mp4,0,0.02491488,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_900.avi,0,0.08420321,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_273.mp4,1,0.65601015,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_59.mp4,1,0.77564240,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_563.mp4,0,0.29360229,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_98.mp4,1,0.85934496,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_751.mp4,0,0.19265105,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_328.mp4,1,0.80675822,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_749.mp4,0,0.05399042,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_272.mp4,1,0.90151834,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_829.mp4,1,0.79137260,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_926.mp4,1,0.91328681,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_286.mp4,1,0.60275102,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_343.mp4,0,0.82708389,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_876.mp4,1,0.39801598,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_368.mp4,0,0.05463564,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_575.mp4,1,0.74027711,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_287.mp4,1,0.31102628,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_23.mp4,1,0.89397031,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_502.mp4,1,0.35941622,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_997.mp4,1,0.36530578,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_531.mp4,1,0.77879858,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_465.mp4,0,0.73735547,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_292.mp4,1,0.52752113,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_260.mp4,1,0.88636398,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_595.mp4,0,0.03331131,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_108.mp4,1,0.45145869,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_385.mp4,1,0.04863610,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_485.mp4,1,0.94736201,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_539.mp4,1,0.79447764,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_284.mp4,0,0.26654372,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_645.mp4,1,0.05262385,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_229.mp4,0,0.06247649,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_134.mp4,1,0.90433514,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_183.mp4,1,0.78230870,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_240.mp4,1,0.84385228,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_672.mp4,1,0.56212640,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_78.mp4,1,0.78860128,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_32.mp4,0,0.24805567,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_303.mp4,0,0.55473500,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_106.mp4,0,0.33128953,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_896.mp4,1,0.06698307,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_115.mp4,1,0.30096385,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_986.mp4,1,0.35407296,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_685.mp4,0,0.10424510,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_692.mp4,1,0.35140216,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_504.mp4,1,0.05036969,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_353.mp4,1,0.72339916,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_956.mp4,0,0.78976011,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_819.mp4,0,0.03021417,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_698.mp4,0,0.09383795,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_488.mp4,1,0.89991730,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_529.mp4,1,0.88363206,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_796.mp4,1,0.10458250,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_395.mp4,1,0.66379815,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_364.mp4,0,0.08266337,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_769.mp4,0,0.03291931,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_218.mp4,1,0.89602721,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_178.mp4,1,0.95878088,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_783.mp4,0,0.15396795,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_868.avi,0,0.02186218,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_100.mp4,1,0.09642708,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_202.mp4,0,0.15382659,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_510.mp4,1,0.05336095,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_754.mp4,0,0.05816494,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_44.mp4,1,0.88003278,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_931.mp4,0,0.22535762,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_130.mp4,0,0.17890713,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_265.mp4,1,0.88530898,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_434.mp4,0,0.03621825,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_238.mp4,1,0.27472618,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_857.mp4,0,0.14587730,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_387.mp4,0,0.48385766,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_623.mp4,1,0.43291745,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_283.mp4,0,0.56371808,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_118.mp4,1,0.22317104,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_759.mp4,0,0.18640371,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_110.mp4,1,0.79187989,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_588.mp4,0,0.02844924,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_415.mp4,0,0.50190341,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_417.mp4,0,0.10827530,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_676.mp4,1,0.37965146,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_517.mp4,1,0.79946220,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_781.mp4,0,0.02509378,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_856.mp4,0,0.27914819,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_294.mp4,0,0.61588860,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_244.mp4,1,0.74411631,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_431.mp4,1,0.59525287,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_679.mp4,1,0.25859261,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_173.mp4,1,0.87439638,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_556.mp4,0,0.12643245,0
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\Violence\V_486.mp4,1,0.75335467,1
rwf_only_on_rlvs,C:\SIRCH_ENV\datasets\RLVS\Real Life Violence Dataset\NonViolence\NV_529.mp4,0,0.57329655,1
