split_a,split_b,dataset_a,dataset_b,label_a,label_b,relative_path_a,relative_path_b,sha256_a,sha256_b,source_id_a,source_id_b,source_id_match,basename_match,duration_seconds_a,duration_seconds_b,duration_delta_seconds,duration_ratio,resolution_a,resolution_b,min_phash_hamming,ordered_matches_h6,ordered_matches_h8,classification
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0283.avi,train/Fight/rwf_train_fight_0279.avi,b11ad3e2cba8141d0e851d6fd6417b801e52a7271ca2703f069bf092ce922531,0fa1d34f2ff90ea667a44782a35835003673c4d2abc7c5370604a2a99677bc01,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0283.avi,train/Fight/rwf_train_fight_0282.avi,b11ad3e2cba8141d0e851d6fd6417b801e52a7271ca2703f069bf092ce922531,2c7b1fb6c5715cfd96f7b1865f8c87b9f1452fd0e260ec5126b9b674eb2a0185,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,validation,RLVS,RLVS,0,0,NonViolence/NV_392.mp4,NonViolence/NV_393.mp4,8aa83a80889eafdcf49bb15791e0116ebbe8b8317923970cf9311bf7c9c00a59,4ac72bae4311899b370a76cc60f1410ba7e7c04f0cd4425a18caabd65b2208b2,,,0,0,5.000000,5.000000,0.0,1.0,224x224,224x224,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0150.avi,train/NonFight/rwf_train_nonfight_0151.avi,2887d0e140b3bc6622954f0e7bef7eb66103c55b08a998af2c2a3693231b1ea9,6aaaafce247f0097f50396e071ad5c4df9cc52f248adf652bdf3db02556a1829,,,0,0,5.000000,5.000000,0.0,1.0,540x360,540x360,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,val/Fight/rwf_val_fight_0086.avi,val/Fight/rwf_val_fight_0087.avi,a956cf85a8bed6aa6eceb91376941e3d1a75169b732c1d95cca0af4978f306b7,4966e3a8b1f8580b93a4783fd982d239051b21567b47463e1485c2f3e141f69a,,,0,0,5.000000,5.000000,0.0,1.0,406x720,406x720,0,8,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,val/NonFight/rwf_val_nonfight_0091.avi,train/NonFight/rwf_train_nonfight_0660.avi,0b317febac373ab2150d9bc48435635ba45211b6acc490c20d627c33762a3e0a,95de62bfeb59b65ef853074e23cc1086dd22794b41326b585ad8aefe5e8b2460,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,0,0,val/NonFight/rwf_val_nonfight_0091.avi,train/NonFight/rwf_train_nonfight_0587.avi,0b317febac373ab2150d9bc48435635ba45211b6acc490c20d627c33762a3e0a,b375e584c4421f9fea7bcb63aff2573e57331dfe65d888dd8ab21d314d93434e,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,val/Fight/rwf_val_fight_0184.avi,val/Fight/rwf_val_fight_0183.avi,a54acd891d021475d17e3afde3e754f5d8a24c095305d1e8263eb62c547cfaa4,04891b687702412884e308af4cf5c3134d62e2a4725df1cdc43cbcc134bee30f,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0177.avi,train/Fight/rwf_train_fight_0178.avi,dd691ed8b0dd917c05537d661972d09d1b0e27c064889e7427d6689cbba8a6bc,8966c2b4fb80120290d0368a4861a2a6e7d6bea28b4e5958685337bb798dc094,,,0,0,5.000000,5.000000,0.0,1.0,480x360,480x360,0,8,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0158.avi,train/NonFight/rwf_train_nonfight_0159.avi,439e4267c44cc9c77734ad8627623303532960e9648f79ad20320cb2613f7e88,25b16947e924b57a83bc85e8601d30fdb947cd51a89d65a5050d5f8d45ca638e,,,0,0,5.000000,5.000000,0.0,1.0,960x720,960x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0158.avi,train/NonFight/rwf_train_nonfight_0160.avi,439e4267c44cc9c77734ad8627623303532960e9648f79ad20320cb2613f7e88,e6ec027ea18f4c66b0c10ac327eb4815a6573cfb02b10f3fa900ee5cd80d595b,,,0,0,5.000000,5.000000,0.0,1.0,960x720,960x720,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0178.avi,train/NonFight/rwf_train_nonfight_0177.avi,2b26bbe1a8b4667625e7b46469afed7bcdfa03cba249d13f986980588d38f260,599bc1d98933bc85acbcfff57fe5dbdd99de718fa09e70b7959de7f5c152696b,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0054.avi,train/Fight/rwf_train_fight_0053.avi,a90de783a8428483b7a955a27d74d58012c85d9c04d59173b9cf601cd0408eeb,44257b8b59f3b1c2539e48653143c4f7e83281f27512e05ca24ca803eeb947a3,,,0,0,5.000000,5.000000,0.0,1.0,428x240,428x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0054.avi,train/Fight/rwf_train_fight_0055.avi,a90de783a8428483b7a955a27d74d58012c85d9c04d59173b9cf601cd0408eeb,3e2ed1d727fdd3ba7f691c8661aea9062cb0ae5b9cf7c9b3b6453224da917e41,,,0,0,5.000000,5.000000,0.0,1.0,428x240,428x240,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0645.avi,train/Fight/rwf_train_fight_0646.avi,064fc4fba826f8f229d56fba6249818f2bea591b1840f6e55b28d015fc8f8b55,174697d14029f9e36f7829d2ad00fd0e50c38c3aafb68c09a1c8e1053c1500d1,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0469.avi,train/Fight/rwf_train_fight_0470.avi,cca27958ece8b0f2b0f3e4c6efb0cbdef74c1ab39152041e6333304ab5e8a0ad,7aea2dcd95cf6e1280fec9d2f8d4dd2e0d2c82f5e4ae9dac817aa135d546d4e6,,,0,0,5.000000,5.000000,0.0,1.0,640x360,640x360,0,8,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0650.avi,train/Fight/rwf_train_fight_0651.avi,0f4db7da58695fbf9937b40212ad1d5d4d84f7e9f69b781389c2b7c156d64dc0,7446929b02a4a87b030432ff014301b336806ddb1e005963f5e9366078a844c2,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,0,train/Fight/rwf_train_fight_0543.avi,train/NonFight/rwf_train_nonfight_0590.avi,e3f9e74c57b9d59c4820e0c652a3f90ea4a6f6c6c6d2407ba9a322cf05e5186b,71da352a4b6bed3d2b9f30ffb209916562b60d5dc38f7e664ea279cdde32042e,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,0,val/Fight/rwf_val_fight_0042.avi,val/NonFight/rwf_val_nonfight_0041.avi,45d12fe47fc75cd30e471df89dfa3ccd84e2ccfff2c10047217067ab4fb69392,dbc517113bb5f6b1e9429ea796e26524eebbc2c8f8351f7783cb8d665d1877fe,,,0,0,5.000000,5.000000,0.0,1.0,1152x720,1152x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,0,val/Fight/rwf_val_fight_0042.avi,val/NonFight/rwf_val_nonfight_0040.avi,45d12fe47fc75cd30e471df89dfa3ccd84e2ccfff2c10047217067ab4fb69392,1ed5a53fea0cafff78517810b88c636bf1faa7efe64850ec238c8878433b9e5d,,,0,0,5.000000,5.000000,0.0,1.0,1152x720,1152x720,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,0,0,val/NonFight/rwf_val_nonfight_0183.avi,val/NonFight/rwf_val_nonfight_0182.avi,821ea13878322390d976b63e3cccfb50a7234cd2715657604b6da85c2acfa698,fdf75d4a1997afbf4f8d6d25e13d67aa67414b5f834d9276158262aa93ab18c7,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0647.avi,train/Fight/rwf_train_fight_0646.avi,6a2bc1b4f2f5e22c09f29c8b8a693ad805cf880c0c5a7523a39f28c89059fd36,174697d14029f9e36f7829d2ad00fd0e50c38c3aafb68c09a1c8e1053c1500d1,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,0,1,train/NonFight/rwf_train_nonfight_0378.avi,train/Fight/rwf_train_fight_0340.avi,c0adbc52710ae5414f999ca863e110775396fbc9d4dd57e05f415b2da213a20b,43423056770958ae0044121434ab25c4392dd621d25cb2f0d8bc6125ec48698c,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,0,train/Fight/rwf_train_fight_0563.avi,train/NonFight/rwf_train_nonfight_0608.avi,31396faf39691df41bef9bb80d4547ab4c173252cb3cb90245100c7308a35325,a0e22f1d64c2907bb773177d463c16844425a31b5edff800595bf46d2399bd0d,,,0,0,5.000000,5.000000,0.0,1.0,640x320,640x320,0,9,9,probable_near_duplicate
train,test,RLVS,RLVS,0,0,NonViolence/NV_185.mp4,NonViolence/NV_189.mp4,0053630f06a0e57dbbe4d6fcccabff8dfeec7fa0b2e7eaa04b361637625bce8a,5962b889b9357f871f6f0dfff4a7a9899076a770cc1d111ffebc6e4764378643,,,0,0,5.000000,2.000000,3.0,0.4,224x224,224x224,0,7,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,1,train/NonFight/rwf_train_nonfight_0721.avi,train/Fight/rwf_train_fight_0703.avi,e06ff3a7b5a153016a61410d489f827bb95a3c5fadb7aefc02e50a7c3ecc11d3,f5e4b66d842a2af8ad1e201ce8a8b80124a50f334a02e32395815320925a3545,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,7,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0357.avi,train/NonFight/rwf_train_nonfight_0358.avi,659fac7bf278817108c87ffa0cd4621f2d26ed8278416d13038e8c0acb91057c,29008d9dda79545c91e38cf1250db01eddf640da138cfbaaa6ddf1adf71f4e42,,,0,0,5.000000,5.000000,0.0,1.0,640x360,640x360,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,0,train/Fight/rwf_train_fight_0561.avi,train/NonFight/rwf_train_nonfight_0608.avi,5d7869c68ad352542bcd2856521788564860ff35915c1b062b0ce1d87b456484,a0e22f1d64c2907bb773177d463c16844425a31b5edff800595bf46d2399bd0d,,,0,0,5.000000,5.000000,0.0,1.0,640x320,640x320,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,val/NonFight/rwf_val_nonfight_0011.avi,val/NonFight/rwf_val_nonfight_0010.avi,e70762191fdb4c7ed22211497f8daee42c2b1875d5d5f72d963f82759f6a6cc3,45552b629feab3f05ec2d8f1af38ca84d7587a2e816acdcd33a1678ffc3aea73,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,7,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0649.avi,train/Fight/rwf_train_fight_0651.avi,dfec35beed21952dec967d46a039085831957094e2a30588d44520a0378cbd95,7446929b02a4a87b030432ff014301b336806ddb1e005963f5e9366078a844c2,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0393.avi,train/NonFight/rwf_train_nonfight_0395.avi,4377f56aca6ddadf3ba75fc7de9f8fc5732691bc847faa17e4db1df77e7a5c10,d3930e937a93fee8f2a232b9880f8cc55611e1cf3d82949bd2680ebea034b1d7,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0393.avi,train/NonFight/rwf_train_nonfight_0394.avi,4377f56aca6ddadf3ba75fc7de9f8fc5732691bc847faa17e4db1df77e7a5c10,e0aa8f2922f019e2e80a56a625dc298463da4b23a57be0f3cd9240112071afdc,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0607.avi,train/NonFight/rwf_train_nonfight_0608.avi,51dc83da450f122ec48776902954f45eb85c34a8899df272c54c29d3c3e3a28a,a0e22f1d64c2907bb773177d463c16844425a31b5edff800595bf46d2399bd0d,,,0,0,5.000000,5.000000,0.0,1.0,640x320,640x320,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0588.avi,train/NonFight/rwf_train_nonfight_0590.avi,72bf7f3680d4d9695dea6de751aa606b50dbc3b8262c12f786ec23ff0c1c8e17,71da352a4b6bed3d2b9f30ffb209916562b60d5dc38f7e664ea279cdde32042e,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0168.avi,train/NonFight/rwf_train_nonfight_0167.avi,17c62f61ccdbdcb271aaf2ee455983157fabf994d890c4000ea1212b060991a2,17cef2c9b58dd6870c954c3ab23d97416d5183e1f5b5d30c8a65ede40d0fdbed,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,8,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,0,train/Fight/rwf_train_fight_0544.avi,train/NonFight/rwf_train_nonfight_0590.avi,e9f604d497e7172e9a99327137de07ad2668e8c920afd67e25305182b373da5c,71da352a4b6bed3d2b9f30ffb209916562b60d5dc38f7e664ea279cdde32042e,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0437.avi,train/Fight/rwf_train_fight_0436.avi,3f12e1a8be10daf9e7ebf85edd5b490d92d316978541a6ed6b5be9e82cc8e770,da2c8ed1fba7ab24cb81a7a0e215d17c8d854f97a5f6c359048df3ce1470ce6a,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0278.avi,train/Fight/rwf_train_fight_0280.avi,9bb2420c8b1ffe4ecac72b368e9b97bf3a52b6f957bcef73b393833850d92f0d,64a3f212c930fb26e6dc25820c0518fad1110a15c8812912b2182c80535c54ed,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0278.avi,train/Fight/rwf_train_fight_0279.avi,9bb2420c8b1ffe4ecac72b368e9b97bf3a52b6f957bcef73b393833850d92f0d,0fa1d34f2ff90ea667a44782a35835003673c4d2abc7c5370604a2a99677bc01,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0278.avi,train/Fight/rwf_train_fight_0282.avi,9bb2420c8b1ffe4ecac72b368e9b97bf3a52b6f957bcef73b393833850d92f0d,2c7b1fb6c5715cfd96f7b1865f8c87b9f1452fd0e260ec5126b9b674eb2a0185,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0625.avi,train/Fight/rwf_train_fight_0623.avi,60a7586f76ec7580e1b66eef0d4eacfaa1215a8034324abb02ff6f1c0670804e,162202bbb9d29f3fd28a45bf8b8aa8778bf1f4f282c0323ebd4b785b060af1d4,,,0,0,5.000000,5.000000,0.0,1.0,478x360,478x360,0,6,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0132.avi,train/NonFight/rwf_train_nonfight_0133.avi,945c82fa00fa5b3a73a6c9b41af814a6fd07745a4dfd5560d841d49c365dc13d,37a1344db9f15b99c36f75292eb8b03b12d91b4d84596e1c05dfc043987388e9,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,7,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0181.avi,train/NonFight/rwf_train_nonfight_0182.avi,444dd5d54ff5bc7dc9f9f0d2e985e21b83fa1269fb6c41da814f02346e4b2c58,8c9d7927f2cabb5593b2bb7713d911920d49d0a2ee9020088c5667c41df26f1b,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,8,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0169.avi,train/NonFight/rwf_train_nonfight_0170.avi,27361b105336daa70f319bf10eaba41543590f2eba31e0368a11cebfdb477f21,61d098a4ce594c799a841b89366dd383505d0d0a09edc0f805d5546454e5f337,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,8,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,val/Fight/rwf_val_fight_0031.avi,val/Fight/rwf_val_fight_0030.avi,c376ee14e288e117cba66e584887fd5cf9ca1728abf480c3214cb8111e742bfe,44d0e15d2193ac452a1f7f476d61db61a799647f63615c1eb6181fe0fc79b861,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0652.avi,train/Fight/rwf_train_fight_0651.avi,42c7285e832d49c334c5ee1f4a50a0d405327b806a08e8000b7c0201a8586d55,7446929b02a4a87b030432ff014301b336806ddb1e005963f5e9366078a844c2,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0648.avi,train/Fight/rwf_train_fight_0646.avi,4ff9f85243ecd30940d57e854d23c461bcb80e6bd3ed7455b6d2ba5fa989c214,174697d14029f9e36f7829d2ad00fd0e50c38c3aafb68c09a1c8e1053c1500d1,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0056.avi,train/Fight/rwf_train_fight_0053.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,44257b8b59f3b1c2539e48653143c4f7e83281f27512e05ca24ca803eeb947a3,,,0,0,5.000000,5.000000,0.0,1.0,428x240,428x240,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0056.avi,train/Fight/rwf_train_fight_0055.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,3e2ed1d727fdd3ba7f691c8661aea9062cb0ae5b9cf7c9b3b6453224da917e41,,,0,0,5.000000,5.000000,0.0,1.0,428x240,428x240,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0494.avi,train/Fight/rwf_train_fight_0495.avi,cd3abeb93815cb0d34d8efd3b24ce2e4ac9a1894da3a550453a15d5f7ed11f82,1224b3a5e276b971acc5d6e553781f5445fe27778618fbdc4a2bf5bbe1cc07f5,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0494.avi,train/Fight/rwf_train_fight_0493.avi,cd3abeb93815cb0d34d8efd3b24ce2e4ac9a1894da3a550453a15d5f7ed11f82,4a1836aad7ff25cdcef8be147fce519303a3413c937a6706ecb0a13418c14847,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0760.avi,train/Fight/rwf_train_fight_0703.avi,8817ea8465cc9934ff85098c7a3be250c029c120960f0d6aa788b420baad864f,f5e4b66d842a2af8ad1e201ce8a8b80124a50f334a02e32395815320925a3545,,,0,0,5.000000,5.000000,0.0,1.0,398x224,1280x720,0,8,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,0,train/Fight/rwf_train_fight_0562.avi,train/NonFight/rwf_train_nonfight_0608.avi,a1a31e724d492de01f79b6a849a4ff0d746d03ec5ff31af34f8fe41546893c49,a0e22f1d64c2907bb773177d463c16844425a31b5edff800595bf46d2399bd0d,,,0,0,5.000000,5.000000,0.0,1.0,640x320,640x320,0,9,9,probable_near_duplicate
train,test,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0124.avi,train/NonFight/rwf_train_nonfight_0123.avi,5544093edae505aa4513fd89b019819642c11ac8f3e23d4834161a08e62448e2,b32c5d5cf5d80a4b8a8d874126de5ac332f713c45756e51c75ad0d44b2384ada,,,0,0,5.000000,5.000000,0.0,1.0,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,0,0,train/NonFight/rwf_train_nonfight_0609.avi,train/NonFight/rwf_train_nonfight_0608.avi,996962c84c532911a778fa95b4538a988abbe170a2ec9dae1d28125a6a793ef1,a0e22f1d64c2907bb773177d463c16844425a31b5edff800595bf46d2399bd0d,,,0,0,5.000000,5.000000,0.0,1.0,640x320,640x320,0,9,9,probable_near_duplicate
train,validation,RLVS,RLVS,0,0,NonViolence/NV_994.mp4,NonViolence/NV_993.mp4,c7b709e0bfcc18bdfbbe1d60c7327dc6c00d1272aad8bc5914105dbedfa5b522,0f3e37ab800c79b6a41ce673382c4acc2f65afd60ecff18b95aa4e70f650dfd7,,,0,0,4.000000,4.500000,0.5,0.8888888888888888,1280x720,1280x720,0,9,9,probable_near_duplicate
train,validation,RWF-2000,RWF-2000,1,1,train/Fight/rwf_train_fight_0333.avi,train/Fight/rwf_train_fight_0332.avi,e43b0161345eb4088573e850ce5a19c1067c05a223f1e13f4db0dd9355daf591,95c03e59ef62bcc29778da6828c34eee06b52f056f1faae33f5ee51b4a96c532,,,0,0,5.000000,5.000000,0.0,1.0,320x240,320x240,0,9,9,probable_near_duplicate
