split,manifest_row_id,source_group,dataset,label,relative_path,video_sha256,source_id,width,height,fps,frame_count,duration_seconds,sample_frame_indices,phash_crop_0,phash_crop_10,phash_crop_20,decode_status
hard_negative,hard_negative|hard_negative_v2|test_sport_v2/football_v2_11_6AqhRKyJMuw.mp4,hard_negative_v2,hard_negative_v2,0,test_sport_v2/football_v2_11_6AqhRKyJMuw.mp4,3e2907dabff877268ef0290db7d3c88d7685111f76fb96fb89d32527dffafaf8,6AqhRKyJMuw,640,360,24.000000,524,21.833333,26;85;144;203;261;320;379;438;497,13146469edacf11b;3614c4696d8d917b;21558078dc3cf99b;13912069bcbcf1d3;13912068fcbcf1d3;13910069fcbcf1d3;13910069fcbcf1d3;13910068fcbcf1db;13910068fcbcf1db,121676720ceded8c;3616d6624c8dad5c;2262ae558d2dcd9c;12b22e6aac2dec9c;1296676a4c6dec1c;129766624c6ded1c;129667624c6ded1c;129766624c6ded1c;129767624c6dec1c,149634741771f5e1;34b4b47451f1f1a1;369632743171f163;34b632f03171f1b1;34b636f03171f131;34b632f41171f133;34b632f03371f131;34b632f03171f133;34b632f01371f133,complete
hard_negative,hard_negative|hard_negative_v2|test_sport_v2/football_v2_12_VAKwh3rzfEs.mp4,hard_negative_v2,hard_negative_v2,0,test_sport_v2/football_v2_12_VAKwh3rzfEs.mp4,b23fdba67c4914a4d2c36bcedee61b74a3167c3d5edc3d266de77e86079412bb,VAKwh3rzfEs,640,360,25.000000,275,11.000000,14;45;75;106;137;168;199;229;260,1269ad92696d926d;0e46b1f347ccd231;0d5cb333538ccc99;1252939b1392e76d;12529392566ced6d;1b5b996e446ee424;2959b16656e6c626;285cb7a257e28339;205cb7a357ea8728,364ba9966991b649;4e46b9306bccc669;0c5cb3733366cc4c;12529bdf92929696;1252929216f6b76d;135b93531bd3846c;095999493ee6a666;285dac4237e6a276;285cac4133f39373,354aaab54ab54d4a;4643b83d5b84c3e3;0e4cac313373b36c;3414eb494bebb434;3416921337b696b6;1252bb1312d2967f;1b59991919db906d;09598d1959cd9877;2e4eae0e64ce9171,complete
hard_negative,hard_negative|hard_negative_v2|test_sport_v2/football_v2_13_gycJjkXmEI0.mp4,hard_negative_v2,hard_negative_v2,0,test_sport_v2/football_v2_13_gycJjkXmEI0.mp4,b8c2f8e86d01d9b6a87803c445e315fbd17db535f21d3ecfeacaa6cefb31f80b,gycJjkXmEI0,640,360,25.000000,463,18.520000,23;75;127;179;231;283;335;387;439,70cc0ff338cc8723;73b80ee711d9990c;790e07f106f10cf9;710e7cb360df00d3;629c19e61cc3fc07;62c91de0f60dc1f8;46c0396be63c0fc6;46c63939c4361ece;46c63939c3f03d0e,708e41b33ecc2ce3;70180ee723fb19c6;780647b363b30ec3;710e1e33798f7019;621c19f600f33fe2;62cd19f63f00e01f;44c41be3f43b07c5;44c43b1be5301fc7;46c61919e3f83987,7c0fc93013cf0667;7c1cc66166b1c96c;7c47e013f0bb4923;79470e36c9671938;6718592770cd1a75;778918f708fc9c0c;64c41be1fc1fe430;64e41adbf93892e0;64e41903e63c1bdb,complete
hard_negative,hard_negative|hard_negative_v2|test_sport_v2/football_v2_14_pGRVqXaT2FU.mp4,hard_negative_v2,hard_negative_v2,0,test_sport_v2/football_v2_14_pGRVqXaT2FU.mp4,9241f565f2c251c9224a4344f782cfcb6dae8a57babdf1064096120620e5e012,pGRVqXaT2FU,640,360,25.000000,173,6.920000,9;28;47;67;86;105;125;144;163,77dddca280593b02;77dd9da6a2092922;77dd9da6a2092922;1b9baaa6aa1b2516;529785b9f8073a1a;47c7d4b8b84b2b18;45c5deb6e6092926;1696c5ebb4162d29;1e8acfcbaa34152a,22d9dda6c5d95818;22d999a7cdd85819;22d98da7cdd85819;1b9b94e4925b6e12;16878bd8e9e15a16;43c3c5bcdcc33a06;61c1d5f4d6d92a22;15b4c1cbd2b46935;1595c3c2ca753535,269908a6e9e6d959;369908a6e1e6d959;369808a6e1e7d959;1a9220ed91eae55b;35a5431eeae81d61;70e0619feee81f40;78d819a6a6896772;25a568dab5c96a34;2a2a70d5d5d5692a,complete
hard_negative,hard_negative|hard_negative_v2|test_sport_v2/football_v2_15_bWTtLN2V7hs.mp4,hard_negative_v2,hard_negative_v2,0,test_sport_v2/football_v2_15_bWTtLN2V7hs.mp4,590e87297620421394c5fdcc13f454c4b3ac1df4b55356922ba0f72cc8b896bb,bWTtLN2V7hs,640,360,30.000000,1200,40.000000,60;195;330;465;599;734;869;1004;1139,5f285f2a5d2a2a2a;297b7f1a7d08a260;0aaf0adf22827f8a;772a7f027f0aaa20;50ce2e9a53d508ee;22ba22aaaa8afdaa;75087f2afd222a2a;40ec02ff80d5ddb8;57aa22a2aaa27fa2,2ad5c7d555aa40aa;7fe07e805582fd80;407fff7f0000ff00;11d520d555aa5faa;7bfe2cba11101d54;157ff77f0000ef00;55d571d555aaaa80;2a7fcf7f0000a655;7f7fa37f0000e700,7f2bff00002a80ff;7e3aff44000a11fd;2aceaaaa5582827f;7f2aff00002aa8df;7bebee8e50ba0404;2ab6aaaa5580837f;7f2aff00002aa8df;2aebaaaa55ff4400;2b91aaaaf591a323,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_01_lhAtt3fR-TM.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_01_lhAtt3fR-TM.mp4,1e42d992408889c4a13178f89422773274ae32d96892aaee98bc3cef9f3df4aa,lhAtt3fR-TM,640,360,25.000000,305,12.200000,15;49;84;118;152;186;220;255;289,036718184fbf3ab1;0367391849b2ce9f;05273938cbc74eb8;05073978cf970ab9;03273918cbf30e9d;07c7191879f70e85;050e397949b64ec7;07271918cff74a38;016739184f972eb9,2161395ecb165ad9;61e7185838fe4399;0507397cf9c24a9b;0507385ccbf25ad9;6123181cdbfe4a99;03c7195c783a1abb;0707197839be5a99;0123385ecbe25af9;61e1385ccbb65a91,60e02f5eab077865;60e12b5e1f64781d;63e11f1eb8643817;21e13f5eab643807;60e01f0ebb643c1f;60e12b4efa647835;23e30b58bb65e807;60e03e1fab64783c;60e03e5eab0578e5,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_02_OBLrvjFEXQc.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_02_OBLrvjFEXQc.mp4,7d78e6d7824209228f250b3cd38b04882dcc9bbad688f3440466c7d04367bdbe,OBLrvjFEXQc,640,360,25.000000,1148,45.920000,57;186;315;444;573;703;832;961;1090,185b9b811e76c13e;1e5ed6829315e4c3;074f67e3913d4c48;1959e2a62e79c386;1949ccac627f8ca3;1676ed8f305c8f20;7070c38f386087bf;1f7070c787307cc3;064b7bb438c8863f,1e5ab9e91e62912c;0c4ee6e6921de5c2;074767f1b1b3034c;1959f0862f784787;1b59cd0c625fc534;1434cd8b744fa83e;7f7ec0807e41803f;007f7fc1803f7e40;664359b71bccacc0,0e14f89b07d3b90e;0c4ee6e71509ea87;464646f1f1b3a323;1959fda5295c40e6;125289ad74cbb875;252dcab27dc03b34;1f7fd09f3fc08020;0c3f7ef181803f68;6453583159b859e7,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_03_vLQ7wIeHSMM.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_03_vLQ7wIeHSMM.mp4,4d807277410c7de10c1766f14c5c33b2b2c2ee60c5fe51d3dfea95ba9c4abc0e,vLQ7wIeHSMM,640,360,23.976024,728,30.363667,36;118;200;282;363;445;527;609;691,016c702b7d47ce2e;1b6c7857208bdb0e;036c32572c8bdb2e;166837695b4e9706;00e837172e4f8e1f;1828277ecfcf8611;11682733cecc27f1;02282776cfcd26f2;002a276d8ec66ff1,006eb5313fe06c67;106cfd716f519846;006ff1752ed0596a;14f8257b3a6ae606;1cfc213b7b670606;1bf8237f48470713;10ef2133de4e0735;32f921365b4f0636;583b232bd606077d,1d4e92393abf0172;1d4e9e2762bb015a;156abb252699607e;0cada91b1a7adad0;0cfcbb3e383951c0;19fb233d5ccc4107;1dce7931d642db04;35db3a3499594705;5cbf7b38b4478202,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_04_EBZ5l8CJBbM.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_04_EBZ5l8CJBbM.mp4,236761deb518012e4acca8c299a1a795560b4da422d9c5eb33afae77a88dffef,EBZ5l8CJBbM,640,360,29.970030,465,15.515500,23;75;128;180;232;284;336;389;441,196266cc91b3d873;56320b8d3b9ae54a;4549531a3b32d5b5;080b6b6b67b4b6c2;08297b3737f2924a;0b2b2998c8dc56f6;3c3c27839176d259;61212b2f969e7951;158f0e31cece3172,197666cc738c9923;35364ac912bae9c3;4d4977da3252312e;191b5b4a492d357a;0a0a592d37b7b172;13720919fc0f4e1f;3e3e61a1b926b0b4;71296b28a68e3e33;36810638c7cb39fc,197264cd66cc339c;3c354d4b179849b6;496b6ace14d12ed8;1b1896525f29ab5a;4d5d594947aa522d;7276713999185e0e;0e0e64d94b4b666e;79d97a784507a4c4;3fc8173cc5123c47,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_05_g5MxNjuQiV0.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_05_g5MxNjuQiV0.mp4,95cabbe60c406c6a6049ac35ae2a716e6f6df4015f0eb4da7ac2a08a7685d7de,g5MxNjuQiV0,640,360,24.000000,382,15.916667,19;62;105;148;190;233;276;319;362,5112c66be9d999b0;53124e6ae9d999b0;53124e6ae9d999b0;53124e6ae9d999b0;53124e6ae9d999b0;53124e6ae9d999b0;53124e6ae9d999b0;52124e6ee9d999b0;53124e6ae9d999b0,1515c66e6a4a4b5b;151544666a4bcbdb;151544666b4acbdb;153544666a4acbdb;153544666a4acbdb;153546666a4a4bdb;151547666a4a4bdb;151547666a4acb9b;153544666a4acbdb,393de76666464642;3139ed2466664e4e;3939ed2462664e4e;3939ed2462664e4e;3939ed2466664e4c;3939ad2466664e4e;3939a92466664e6e;3d39a92466664e4e;3939ed2466664e4c,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_06_eUllT7imgxU.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_06_eUllT7imgxU.mp4,50b9b54e6606db8770b0d435b3e6285dbf945363b3f144261be5ec30cbbbb166,eUllT7imgxU,640,360,25.000000,156,6.240000,8;25;43;60;77;95;112;130;147,0d1cdbab9c8c0e9c;4772e169304f961e;43999cec6c9a1b45;191bb2c63cc4671d;59742687db996464;4fcc98c95989c9d8;79e6d95c7541882a;4c6cb25b23c67991;4c66b35938d66986,0e1cd163be419f38;413469683ac93edd;511b8d6c2c9e509f;1b1b925614e66bcc;1b3464659b9b646c;470e9c703dc34e9c;7ae18a8a239ae2b3;4c6cb01be5c61bb4;4466b339b65c4897,4c1cf03376e11fe0;4836c875d1714f78;70928b690d6d7c8b;1913f61a9c7232e6;1b3c6c6c9a926d49;40079f5c99708ff1;1e61d66b18ce7c0c;4b4cbe1be413e906;4c67b318b658870f,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_07_DwlUGY0kUkI.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_07_DwlUGY0kUkI.mp4,4810ebb10f95f0e10be1fcb0099e9330c44f10c25c2d9be752646af9a37002f5,DwlUGY0kUkI,640,360,25.000000,532,21.280000,27;86;146;206;265;325;385;445;504,4d33c63133ce31c6;1b656498679a4d33;1961679e64699c39;1993644cb3365673;1993656dcb72c88c;19993433c761399e;19d961e696617896;1b9b61949c693396;47c2e371b1389c0f,4933c639c639c366;1a67a4cc63cc616d;1b6b679463996690;19936dc8b3ad9216;199561cd6372ccac;19993c92c7693933;1999688687797a87;1b9b69848c7839ad;40c6e2737138cf0f,1977c6326498cd33;12638d79279c7266;197b638430c773ac;19b34bd863ca22cd;1bb129ca335296bc;11893d96c44e6f39;1b9b7e86a05a1ba1;13d272a5c554b2e3;40c6c7f373322ec4,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_08_73jg9jRBvUg.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_08_73jg9jRBvUg.mp4,a8ec8c9533da834bc77b69a1421b50343a755f13d8491d7779ae17d63220d1e0,73jg9jRBvUg,640,360,25.000000,1331,53.240000,66;216;366;515;665;815;964;1114;1264,5000ad3f573e1e56;78888841cdf8f87e;551daa22762f29f0;60d9dd58d0f0dc38;7d0888552834dd7f;5410a9bc9c2a3e9f;7f8aa85d41ecce08;5404ad3e162e3f53;78880c45dc9e3eae,7daea8b8602786c6;62ddf542839974c4;2b8aead4d5038af4;7580828a60ea7ff5;2a0add013f957d25;7410caa9df2e87c2;0090ef6b29e545ed;7ca8c890c52797c7;6a9d6f6bc91194c0,6a839d9c793ac162;74a9a947831139eb;3f9ed49c2103d472;29bfd644f644f050;7656897b96c1148b;2c34dfbbd72080c3;56bd83569011bbb8;2e1cdd986b34914b;5c890343d13beb6c,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_09_ObCq7SzpOoI.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_09_ObCq7SzpOoI.mp4,de648d205534cc43415f6ded31301854d952beab30414b0e7b5d88251324d792,ObCq7SzpOoI,640,360,30.000000,900,30.000000,45;146;247;348;449;551;652;753;854,469cd9394d193c39;3d4ded3af850ac80;4ecae9ac18b9d930;4ccacbac38b95236;40cbcbbc3ab91236;44cacb993ab91b32;4fcacb8c3ab91238;4fcac38c54a9d83c;4ecaebac08b9d838,678cc839cb911d1b;3b4be212d27dac18;4442e9c427cb3cbd;4d42c38c2dd959b9;4dc3c38c2cdb51b8;4d47c38d25f890b9;4c43c3ccaed838f8;4e41f1c565ea349a;4442e1c427cabe9f,618f9e58c3a12756;1b42c3f7d265e680;4c50d925ebf44a96;4c52d32de2d45a95;4c52d32dcec41ab5;4c45d28deac53c9c;4c50f16fc7c0d6a4;4e71d129ebe162a1;4c50d82debf54ac4,complete
hard_negative,hard_negative|hard_negative_v2|test_danse_v2/danse_v2_10_XQ0-9ASl6U4.mp4,hard_negative_v2,hard_negative_v2,0,test_danse_v2/danse_v2_10_XQ0-9ASl6U4.mp4,433616b739cad70f52b60b533a0d27441715f5411258e3a10a8c74690e771bd1,XQ0-9ASl6U4,640,360,25.000000,1975,79.000000,99;321;543;765;987;1209;1431;1653;1875,05d0921f6b73626e;0ba8860f66f16766;1b92a49c60aa6df5;06b8259d72a946fc;0a88a539eea36975;03fe8403ea5d7155;0ab0859f62a16fba;0beeb40778a0637a;0b82b41e71e37e38,09fdb48fbab042c4;1a9e8f03ac51d167;1bf3a40cf10c63d5;07f4aa8771a271c3;1fc7a01aa6916ab5;00efa586cd7a30a7;17f18a0ff5827185;00faa705f9ab7191;03c7ae05f0a277a3,49ffaf819a334501;518d8684ae9df1d8;13f28c819d5db346;02fc8405bdbe3b83;02e13c1fa6553f89;50a5aaa5ea59b8a6;11fb8601ae5679c3;51fda6a5ce047930;41fa8688d9557335,complete
hard_negative,hard_negative|hard_negative_v2|test_calme_v2/calme_v2_01_LEXStnAjOSc.mp4,hard_negative_v2,hard_negative_v2,0,test_calme_v2/calme_v2_01_LEXStnAjOSc.mp4,f4dffdd585b45cc0406898f2311ed2d5594cd1e24b8b47a04ef06423739c996a,LEXStnAjOSc,640,360,25.000000,324,12.960000,16;52;89;125;161;198;234;271;307,4f21c9d4dc69cd84;4c2c0bcdcd6d9c8c;4c8c8b94fc6bcd84;444419dcfc6dccc6;442119dcdccfcd86;407d99dcc44dcd86;4de1c18dce4eccd0;4e27c3ce9c6cc48c;4421c9c5dc4ddd96,45237ab53c6ab590;4c3c1a87336bb585;4c484ab53d6bb58c;4667339c38789c9c;65233ab53e4a9d84;45391a9d386bbd84;4df8f091474a8dcc;4f33f2871f6e8408;4538c2e5cf4ab5e0,417156a95552af74;4e2e56ad7472a131;4c5cd6a95472a157;4561e2a1717ab738;687050a9547aaf57;4f3756ab3452a431;4b797ebb7402a054;4d70f0a151b3a1d7;693772a95502af51,complete
hard_negative,hard_negative|hard_negative_v2|test_calme_v2/calme_v2_02_zgziSxCEPWo.mp4,hard_negative_v2,hard_negative_v2,0,test_calme_v2/calme_v2_02_zgziSxCEPWo.mp4,d4af20559fc4cf7f5c7124217f6ceac2930f5a41ebd6f193c05e118a77a1dd82,zgziSxCEPWo,640,360,29.970030,522,17.417400,26;85;143;202;260;319;378;436;495,41513838bc9d9edc;557e2a35b2941d0e;311f6de0a50e53d4;0f28752394df91d8;407f3e2a129d954e;704b0f1ea7961716;7c5312e489395957;4b49253938bc9d4e;4160372d2d9f1dd1,40407f7f3730b0b3;5174612b2639b6b5;301349faad4aabcc;072e68623775b153;517e687b223ab491;3c52490ba3afa596;0f1152e5a6683b73;414022327e3fbf17;497f12292d2a2dba,5155584b6a6a697a;5155584b6a4a6b7a;36115cbb6d56894a;000f7e5f4f6a6503;515d59415a6a697a;3f545a505e5a4a5a;0b3174e1a7afa688;494956567a6d3552;4b55b66a95694949,complete
