review_id,cluster_id,node_id,split,dataset,relative_path,sha256,original_label,conflict_pair_count,reviewed_label,review_decision,visual_evidence
V011,cluster_0007,train|RWF-2000|val/Fight/rwf_val_fight_0086.avi,train,RWF-2000,val/Fight/rwf_val_fight_0086.avi,a956cf85a8bed6aa6eceb91376941e3d1a75169b732c1d95cca0af4978f306b7,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V012,cluster_0007,test|RWF-2000|val/Fight/rwf_val_fight_0087.avi,test,RWF-2000,val/Fight/rwf_val_fight_0087.avi,4966e3a8b1f8580b93a4783fd982d239051b21567b47463e1485c2f3e141f69a,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V013,cluster_0007,test|RWF-2000|val/Fight/rwf_val_fight_0088.avi,test,RWF-2000,val/Fight/rwf_val_fight_0088.avi,5c7517bc697da99e9f366716901c1b2ab46de2fb7c0cae324d0e735c5224eb5e,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V014,cluster_0007,train|RWF-2000|val/Fight/rwf_val_fight_0089.avi,train,RWF-2000,val/Fight/rwf_val_fight_0089.avi,79ae4d6ae5b236c4c43d54e255fa0675a3b51d4588a52f439febb603690f33e2,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V015,cluster_0007,train|RWF-2000|val/Fight/rwf_val_fight_0090.avi,train,RWF-2000,val/Fight/rwf_val_fight_0090.avi,2bffb6dd79c0831b11bdd8ec8e93c755d343a94db6a64e1ffeb76d41fc7ecff9,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V016,cluster_0007,train|RWF-2000|val/Fight/rwf_val_fight_0091.avi,train,RWF-2000,val/Fight/rwf_val_fight_0091.avi,b508959be1be7317eb0d944cf051b035d583df3b2f92a98e312c60a654272936,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V017,cluster_0007,train|RWF-2000|val/NonFight/rwf_val_nonfight_0093.avi,train,RWF-2000,val/NonFight/rwf_val_nonfight_0093.avi,35599854c4e598b3a7a3f1e0afe6b2e0b85763dd0d8f11fc53928ba15a804c5e,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V018,cluster_0007,validation|RWF-2000|val/NonFight/rwf_val_nonfight_0094.avi,validation,RWF-2000,val/NonFight/rwf_val_nonfight_0094.avi,81a473c0b0d9593e99302d50015b4c87cd3e13994fd0a78a35417dca0c6dfd15,0,6,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V019,cluster_0008,train|RWF-2000|train/Fight/rwf_train_fight_0349.avi,train,RWF-2000,train/Fight/rwf_train_fight_0349.avi,b031b66d9209274048c1abd5bb3f302493fce2ded3eac0ac1c35d1a21c64ddbc,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V020,cluster_0008,validation|RWF-2000|train/Fight/rwf_train_fight_0350.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0350.avi,e2135ba275ab0c5de3756756e147f6763125d86cccea1637aa49c0430f562088,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V021,cluster_0008,train|RWF-2000|train/Fight/rwf_train_fight_0351.avi,train,RWF-2000,train/Fight/rwf_train_fight_0351.avi,34b3d424f79be3e9e620e8a8fb171c59276ac42a923867212ee8ebc7fdd1c670,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V022,cluster_0008,train|RWF-2000|train/Fight/rwf_train_fight_0352.avi,train,RWF-2000,train/Fight/rwf_train_fight_0352.avi,5c9b74bf2c64177b1b30c9ec84d7be27585798b9b0928fc3c94d6f8b92c4b4ea,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V023,cluster_0008,train|RWF-2000|train/Fight/rwf_train_fight_0353.avi,train,RWF-2000,train/Fight/rwf_train_fight_0353.avi,29262ffe2938b2660f2dff701526ca855dafc3b8dcb7eaa690abb1a08aa107a4,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V024,cluster_0008,train|RWF-2000|train/NonFight/rwf_train_nonfight_0393.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0393.avi,4377f56aca6ddadf3ba75fc7de9f8fc5732691bc847faa17e4db1df77e7a5c10,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V025,cluster_0008,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0394.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0394.avi,e0aa8f2922f019e2e80a56a625dc298463da4b23a57be0f3cd9240112071afdc,0,4,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V026,cluster_0008,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0395.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0395.avi,d3930e937a93fee8f2a232b9880f8cc55611e1cf3d82949bd2680ebea034b1d7,0,4,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V027,cluster_0010,validation|RWF-2000|train/Fight/rwf_train_fight_0162.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0162.avi,85f57b67abbabeb75bf1d9e5505e18b3577538db9293b80ebbcef533f4a2c743,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V028,cluster_0010,train|RWF-2000|train/NonFight/rwf_train_nonfight_0190.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0190.avi,9aadc828fd832fd08f804020820b06423159412cc8a0de871dca60c480289721,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V029,cluster_0012,validation|RWF-2000|train/Fight/rwf_train_fight_0703.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0703.avi,f5e4b66d842a2af8ad1e201ce8a8b80124a50f334a02e32395815320925a3545,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V030,cluster_0012,validation|RWF-2000|train/Fight/rwf_train_fight_0704.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0704.avi,3eec4b744795d4818f36e34da8d295d5c1240ba451fc9464f4a986f9b8e9f3ae,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V031,cluster_0012,validation|RWF-2000|train/Fight/rwf_train_fight_0765.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0765.avi,653eca47da3c77fe13ebb2ed4ff29ac37f8265163fb6955ad76af41e430431f0,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V032,cluster_0012,train|RWF-2000|train/NonFight/rwf_train_nonfight_0721.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0721.avi,e06ff3a7b5a153016a61410d489f827bb95a3c5fadb7aefc02e50a7c3ecc11d3,0,3,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V033,cluster_0014,train|RWF-2000|train/Fight/rwf_train_fight_0052.avi,train,RWF-2000,train/Fight/rwf_train_fight_0052.avi,7ff0971fea943b539cf57181b2fc8e8502f93552674493db98942095386c6d79,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V034,cluster_0014,train|RWF-2000|train/Fight/rwf_train_fight_0054.avi,train,RWF-2000,train/Fight/rwf_train_fight_0054.avi,a90de783a8428483b7a955a27d74d58012c85d9c04d59173b9cf601cd0408eeb,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V035,cluster_0014,train|RWF-2000|train/Fight/rwf_train_fight_0056.avi,train,RWF-2000,train/Fight/rwf_train_fight_0056.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V036,cluster_0014,test|RWF-2000|train/NonFight/rwf_train_nonfight_0057.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0057.avi,7c34270f8bcf64ecb444513cac792f261f6c0be1c06bc252bf6e579c2ea1047c,0,3,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V037,cluster_0017,validation|RWF-2000|train/Fight/rwf_train_fight_0536.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0536.avi,93e0bf47fbe10134634f8d7e884dc65df5beff0c56c5bfa623e834528d0af230,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V038,cluster_0017,validation|RWF-2000|train/Fight/rwf_train_fight_0537.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0537.avi,f9c6f6edc976c9ffde0546ee62f374df8a78f4d746b447373d9f44c634d8d058,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V039,cluster_0017,test|RWF-2000|train/Fight/rwf_train_fight_0539.avi,test,RWF-2000,train/Fight/rwf_train_fight_0539.avi,88854f33fb2dbc794ce94983f840824790d13ee74a000ef5fbbd30998e596caa,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V040,cluster_0017,train|RWF-2000|train/NonFight/rwf_train_nonfight_0175.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0175.avi,80928c679a389505080a043911ffb739f8c2242cf0cf254c21cea493ed93555d,0,3,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V041,cluster_0017,train|RWF-2000|train/NonFight/rwf_train_nonfight_0176.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0176.avi,bccaf6043cc51cd96d4f6dc9e3a2c6531dc54913788dfbb96a3068f17514762e,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V042,cluster_0019,train|RWF-2000|train/Fight/rwf_train_fight_0207.avi,train,RWF-2000,train/Fight/rwf_train_fight_0207.avi,6465b88fe6c4201a7ebadc2100592dc81d6d31b62d2d34bcfd60621a840038b2,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V043,cluster_0019,train|RWF-2000|train/Fight/rwf_train_fight_0208.avi,train,RWF-2000,train/Fight/rwf_train_fight_0208.avi,06048d1cc3dee14b48ca17f18fce7a1afaeffedffce9d38fbab20ff442ee25e6,1,2,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V044,cluster_0019,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0229.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0229.avi,d0e448315e29173fe011c36ba3e9ec15649cba5e07669910e2322851981c0f90,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V045,cluster_0019,test|RWF-2000|train/NonFight/rwf_train_nonfight_0231.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0231.avi,8902d9d7dbcdaee0ee1c9761f4a205e3fe1b9558a9b8b7a6dfb91e6173f2f584,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V046,cluster_0021,train|RWF-2000|train/Fight/rwf_train_fight_0464.avi,train,RWF-2000,train/Fight/rwf_train_fight_0464.avi,f6bb359d9690bf6c3085f67e622c0a2f2a66c5085fbc179871fb6157a6c5e194,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V047,cluster_0021,validation|RWF-2000|train/Fight/rwf_train_fight_0465.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0465.avi,eaacb39825d1ccd018cc5832f1057926fc3cac2d08183ab9d70057d75b80b1e7,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V048,cluster_0021,train|RWF-2000|train/Fight/rwf_train_fight_0466.avi,train,RWF-2000,train/Fight/rwf_train_fight_0466.avi,01c4046b7d4c5bbb81782e85efb5f64446d516cc728f0a009683a2ee1d4dfcac,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V049,cluster_0021,validation|RWF-2000|train/Fight/rwf_train_fight_0467.avi,validation,RWF-2000,train/Fight/rwf_train_fight_0467.avi,262fd7d8a600ad885e4f98d280fcb6fdb5c23cef2327763d5cbe0939e6e985c0,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V050,cluster_0021,train|RWF-2000|train/NonFight/rwf_train_nonfight_0181.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0181.avi,444dd5d54ff5bc7dc9f9f0d2e985e21b83fa1269fb6c41da814f02346e4b2c58,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V051,cluster_0021,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0182.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0182.avi,8c9d7927f2cabb5593b2bb7713d911920d49d0a2ee9020088c5667c41df26f1b,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V052,cluster_0022,train|RWF-2000|train/Fight/rwf_train_fight_0542.avi,train,RWF-2000,train/Fight/rwf_train_fight_0542.avi,03c4b2582bbf880a591ea15f06f3c0cfe3321f7993f7008aa72300b4d768e231,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V053,cluster_0022,train|RWF-2000|train/Fight/rwf_train_fight_0543.avi,train,RWF-2000,train/Fight/rwf_train_fight_0543.avi,e3f9e74c57b9d59c4820e0c652a3f90ea4a6f6c6c6d2407ba9a322cf05e5186b,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V054,cluster_0022,train|RWF-2000|train/Fight/rwf_train_fight_0544.avi,train,RWF-2000,train/Fight/rwf_train_fight_0544.avi,e9f604d497e7172e9a99327137de07ad2668e8c920afd67e25305182b373da5c,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V055,cluster_0022,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0590.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0590.avi,71da352a4b6bed3d2b9f30ffb209916562b60d5dc38f7e664ea279cdde32042e,0,3,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V056,cluster_0023,train|RWF-2000|train/Fight/rwf_train_fight_0561.avi,train,RWF-2000,train/Fight/rwf_train_fight_0561.avi,5d7869c68ad352542bcd2856521788564860ff35915c1b062b0ce1d87b456484,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V057,cluster_0023,train|RWF-2000|train/Fight/rwf_train_fight_0562.avi,train,RWF-2000,train/Fight/rwf_train_fight_0562.avi,a1a31e724d492de01f79b6a849a4ff0d746d03ec5ff31af34f8fe41546893c49,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V058,cluster_0023,train|RWF-2000|train/Fight/rwf_train_fight_0563.avi,train,RWF-2000,train/Fight/rwf_train_fight_0563.avi,31396faf39691df41bef9bb80d4547ab4c173252cb3cb90245100c7308a35325,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V059,cluster_0023,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0608.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0608.avi,a0e22f1d64c2907bb773177d463c16844425a31b5edff800595bf46d2399bd0d,0,3,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V060,cluster_0024,train|RWF-2000|val/Fight/rwf_val_fight_0185.avi,train,RWF-2000,val/Fight/rwf_val_fight_0185.avi,5f3b56d5d23aa969e20697bc93e3d0ed40ae3a2774391dd97f69432a5c50f028,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V061,cluster_0024,train|RWF-2000|val/Fight/rwf_val_fight_0186.avi,train,RWF-2000,val/Fight/rwf_val_fight_0186.avi,0b7c86a9fe90cb47a0066fcf72565f26caf598295f5b254f2a4e944027b8c8c2,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V062,cluster_0024,train|RWF-2000|val/Fight/rwf_val_fight_0187.avi,train,RWF-2000,val/Fight/rwf_val_fight_0187.avi,e720c28177bc09153962c243596675dc20b259116e671f4ad9efcda34632a977,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V063,cluster_0024,train|RWF-2000|val/Fight/rwf_val_fight_0188.avi,train,RWF-2000,val/Fight/rwf_val_fight_0188.avi,28eb10b7462309ebf00ed079e1790d660b2aa9790f7f0c8826bedb981c0784e4,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V064,cluster_0024,validation|RWF-2000|val/NonFight/rwf_val_nonfight_0184.avi,validation,RWF-2000,val/NonFight/rwf_val_nonfight_0184.avi,e46c7b38861bf49d3e3eb34d861497ce3a980938c76d3e6d4c39855a42ab08d3,0,4,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V065,cluster_0026,test|RWF-2000|train/Fight/rwf_train_fight_0113.avi,test,RWF-2000,train/Fight/rwf_train_fight_0113.avi,fa7100bc301bedf1d0b241375abdd82e59e0d7943d365748d4c7181174c9573f,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V066,cluster_0026,test|RWF-2000|train/Fight/rwf_train_fight_0114.avi,test,RWF-2000,train/Fight/rwf_train_fight_0114.avi,616018b736573d70d0ebbe9f185952b72bd390d693f463f6dc363536bfe35e2f,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V067,cluster_0026,train|RWF-2000|train/NonFight/rwf_train_nonfight_0124.avi,train,RWF-2000,train/NonFight/rwf_train_nonfight_0124.avi,5544093edae505aa4513fd89b019819642c11ac8f3e23d4834161a08e62448e2,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V068,cluster_0029,train|RWF-2000|train/Fight/rwf_train_fight_0410.avi,train,RWF-2000,train/Fight/rwf_train_fight_0410.avi,7e281ec388e0b1f2d23c655990b362e5ff2b19eb30b5f88c5d7da04ea5038648,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V069,cluster_0029,test|RWF-2000|train/NonFight/rwf_train_nonfight_0467.avi,test,RWF-2000,train/NonFight/rwf_train_nonfight_0467.avi,37f135087634775c21ad968186a442f06d878e03ddf4e3a0e1392777d6cad028,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V070,cluster_0035,train|RWF-2000|val/Fight/rwf_val_fight_0110.avi,train,RWF-2000,val/Fight/rwf_val_fight_0110.avi,06c860dcfc461f74e9d48add2ab53947d500dc1cb1bce99b292478d8a4a959ae,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V071,cluster_0035,test|RWF-2000|val/NonFight/rwf_val_nonfight_0109.avi,test,RWF-2000,val/NonFight/rwf_val_nonfight_0109.avi,66c83733108c1dea8740630f164607d271814943273271867367ad995dd003ae,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V072,cluster_0038,train|RWF-2000|train/Fight/rwf_train_fight_0231.avi,train,RWF-2000,train/Fight/rwf_train_fight_0231.avi,782b18835a20be798b6d3e971f9063355d8238da363f35952a20245ffc5a3265,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V073,cluster_0038,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0249.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0249.avi,17c733ecf2eee4e80e37072efe23737f3e12f277132fca6da69f0d3f29da5637,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V074,cluster_0039,train|RWF-2000|train/Fight/rwf_train_fight_0473.avi,train,RWF-2000,train/Fight/rwf_train_fight_0473.avi,49aba6d034a6be89d54e4819de104893b3842101e98da49bdab46fbd4982d61e,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V075,cluster_0039,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0533.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0533.avi,7f95e053902572398f8704b29d90b3ef64fc4ad200b572eac6281cfc8d4b8607,0,1,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
V076,cluster_0040,train|RWF-2000|train/Fight/rwf_train_fight_0507.avi,train,RWF-2000,train/Fight/rwf_train_fight_0507.avi,c795d26441e031c06edbaa25c9e6756bfaa49e141264af329d7a88e362275796,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V077,cluster_0040,train|RWF-2000|train/Fight/rwf_train_fight_0508.avi,train,RWF-2000,train/Fight/rwf_train_fight_0508.avi,6cf4d3c41882dd74df528d20ca2a199ecf6f2dc4ac973e0e1ef708d640291fab,1,1,1,confirmed_violence,"Revue de 9 instants repartis sur tout le clip; interaction physique agressive, lutte, poursuite ou menace visible dans le segment."
V078,cluster_0040,validation|RWF-2000|train/NonFight/rwf_train_nonfight_0560.avi,validation,RWF-2000,train/NonFight/rwf_train_nonfight_0560.avi,482ee3063a8e69dbdd06f6c626cde2fee3ff7bf1177a8953b0e78c071eb6ad0f,0,2,0,confirmed_non_violence,Revue de 9 instants repartis sur tout le clip; aucune interaction physique agressive visible dans ce segment.
