scene_group_id,group_origin,dataset,relative_path,sha256,label,original_label,label_corrected,previous_split,new_split,split_changed
singleton_0103,singleton,RLVS,NonViolence/NV_207.mp4,7edd65efc7f4b73d37e58cbeeb7e4cf6e14e951c07a3c52e7e3155a2d314cc2b,0,0,0,train,train,0
singleton_0104,singleton,RLVS,NonViolence/NV_208.mp4,7898e2d0491dc5c423420dbb5f48c94f826f9b875ceedcdf453584439212aebd,0,0,0,test,test,0
singleton_0105,singleton,RLVS,NonViolence/NV_209.mp4,a185e3d687322e76c1171a1f213c4640267c820d07714e1545a601dede89ca45,0,0,0,train,train,0
singleton_0106,singleton,RLVS,NonViolence/NV_21.mp4,397bf8a021298864bfae779054a5216113dfabe2ff220cf319dcfc53314ed2bf,0,0,0,train,train,0
singleton_0107,singleton,RLVS,NonViolence/NV_210.mp4,952ac4fbdfe29694ef7e7e3854c326c3700d5b0d884a4667eba983aba8f77feb,0,0,0,test,test,0
singleton_0108,singleton,RLVS,NonViolence/NV_211.mp4,151ade3d6e0a46497d9d1c1359ed6317c97417e07ab8b61db4e7b9eda4b5ac3c,0,0,0,train,train,0
singleton_0109,singleton,RLVS,NonViolence/NV_212.mp4,fe279486911b713335d2cc737082e3d73cab33a7b0f7e2a329de049f2f821aee,0,0,0,validation,validation,0
singleton_0110,singleton,RLVS,NonViolence/NV_213.mp4,3d6d17abb96dc00e8e39024a918835c34cc584aca8d4d07276b9c6beddbbda18,0,0,0,train,train,0
singleton_0111,singleton,RLVS,NonViolence/NV_214.mp4,332bda6b83c9fd7cb45295eaed3666714c84a125a4a78c1f19bb0d104c435193,0,0,0,test,test,0
cluster_0107,perceptual_near_duplicate,RLVS,NonViolence/NV_215.mp4,641bb3591fe7cd5552cff81770d76d601c4adeb211f6434dd2e7142ca10fed6f,0,0,0,test,test,0
singleton_0112,singleton,RLVS,NonViolence/NV_216.mp4,3fa52a0b96e9428d905477ff9c0e297dba833eb8d0a5c27b24b451ea03d67885,0,0,0,test,test,0
singleton_0113,singleton,RLVS,NonViolence/NV_217.mp4,5b298a641991b20283c4b0cc2c725425ebd89f3cacfbf208aba92dfc0927558a,0,0,0,train,train,0
cluster_0107,perceptual_near_duplicate,RLVS,NonViolence/NV_218.mp4,5ef606a8de514e556ae01832c0c76cb885eab135227f3bd875434782b3a8bd4c,0,0,0,train,test,1
singleton_0114,singleton,RLVS,NonViolence/NV_219.mp4,4a4e2f22eaca05da40ee5dc5e218950dd8a979432f22375cd7f018aad8ff0eea,0,0,0,validation,validation,0
singleton_0115,singleton,RLVS,NonViolence/NV_22.mp4,f62fdad02ecac95ac6c0c3a22d54d735ad39982fcde8355e2a3a1af95ea6fe54,0,0,0,train,train,0
singleton_0116,singleton,RLVS,NonViolence/NV_220.mp4,ad74fbc7d1a53f1838e43d326acabaf44b82ad4eba00da6916a758003a91e947,0,0,0,train,train,0
singleton_0117,singleton,RLVS,NonViolence/NV_221.mp4,568479d57111a0fec2ef2cb56d4827355c96a499f1a8c2781a17d99fc90cee4b,0,0,0,train,train,0
singleton_0118,singleton,RLVS,NonViolence/NV_222.mp4,0e085960fea3c66079c94b4ee0cf1f511e77a0ebdc5e7d68066ac142f4fe418c,0,0,0,validation,validation,0
singleton_0119,singleton,RLVS,NonViolence/NV_223.mp4,a346129ae5275f93ee36fdd1fc99f1f00c7f1a859fdc2741faba341e91c53412,0,0,0,train,train,0
singleton_0120,singleton,RLVS,NonViolence/NV_224.mp4,40aec33e7810fe0c4ee102356cf99aa99e8af0e2a7977ff61975223cf90590de,0,0,0,train,train,0
cluster_0108,perceptual_near_duplicate,RLVS,NonViolence/NV_225.mp4,69d720bdfd19fb042b3dfe678887a00b2d50b06eaca11c9d2bea51c798bb29cf,0,0,0,train,test,1
singleton_0121,singleton,RLVS,NonViolence/NV_227.mp4,e12548dc120fbc48259b4eefa71317d97463a385092a35d68a6ed29a0de54a5e,0,0,0,train,train,0
cluster_0108,perceptual_near_duplicate,RLVS,NonViolence/NV_228.mp4,fa128d7fca7ac90832da2e9d0a9968d9b4285b5224b1dfa49ae4951efc975c57,0,0,0,test,test,0
singleton_0122,singleton,RLVS,NonViolence/NV_229.mp4,8368284fee1930f0cf7f0dd4fbd7a0f218a003d8b7df40cbf16d8a81f9985a71,0,0,0,validation,validation,0
singleton_0123,singleton,RLVS,NonViolence/NV_23.mp4,38ad3cf72d2efab688c448a8e6b97ed33b960daf445f4f76738df88a360c6877,0,0,0,train,train,0
singleton_0124,singleton,RLVS,NonViolence/NV_230.mp4,448aad8470e41beb25774ae5d72b255fa6c5abdc739a92b5aa097d1785c71715,0,0,0,train,train,0
singleton_0125,singleton,RLVS,NonViolence/NV_231.mp4,c81545d4e2a0fb6518a58c6927a7d5981e039ce64ada0d2fb766e9d48254692a,0,0,0,train,train,0
singleton_0126,singleton,RLVS,NonViolence/NV_232.mp4,e4b0077b558ca4d432c850db4707d00aaf55068e307c247393b236933c0b1b07,0,0,0,train,train,0
singleton_0127,singleton,RLVS,NonViolence/NV_233.mp4,f7b964e6b53e23bdffa3d025e1df87157e2558d707bd35ac60d98ca42e40c72c,0,0,0,validation,validation,0
cluster_0109,perceptual_near_duplicate,RLVS,NonViolence/NV_234.mp4,1742a20062dfd9c075a1dc86a0f0fd32429a369e81470affa8e4c4169ae756f3,0,0,0,train,test,1
cluster_0109,perceptual_near_duplicate,RLVS,NonViolence/NV_235.mp4,88af8eab69be48103ac2f11ff50e69456629f228a38c5abdd7937a76d7b17dd4,0,0,0,test,test,0
singleton_0128,singleton,RLVS,NonViolence/NV_236.mp4,9b28d867c0dd9b767175aa8406cc45d4cf415ca3e03c46a63bdd35d4f388dbfc,0,0,0,test,test,0
cluster_0153,perceptual_near_duplicate,RLVS,NonViolence/NV_237.mp4,a7f53b67b64e8cadb863f09d8e98e654f6b9d67415773d65c395c390c6c5229b,0,0,0,validation,validation,0
singleton_0129,singleton,RLVS,NonViolence/NV_238.mp4,890ee29e0cd2cecb43f3017cfcf210ae2cb4484b1af07cf14e2f0abe314d9d3a,0,0,0,test,test,0
singleton_0130,singleton,RLVS,NonViolence/NV_239.mp4,fd2657c40b1f3c30a413acf96d20eadc5e09d172eaf3d53879502c6920027967,0,0,0,train,train,0
singleton_0131,singleton,RLVS,NonViolence/NV_24.mp4,106592b75ae88f595c518362f98caf477c3615c09d9c9ac9dcf7e00a865ca118,0,0,0,train,train,0
singleton_0132,singleton,RLVS,NonViolence/NV_240.mp4,163cce1747af84e862b1357e106bb5bac72b125501ae0db248f972f13a052f7c,0,0,0,test,test,0
singleton_0133,singleton,RLVS,NonViolence/NV_241.mp4,aff5888f3da0244cdbe42e81ad80569e6493dc2472908ca7c153b2b7657feea2,0,0,0,train,train,0
