scene_group_id,group_origin,dataset,relative_path,sha256,label,original_label,label_corrected,previous_split,new_split,split_changed
cluster_0025,perceptual_near_duplicate,RLVS,NonViolence/NV_259.mp4,06b4b428a105f87af4f651b637528c11067bc958d22ae44508778063249fdbf7,0,0,0,test,train,1
cluster_0025,perceptual_near_duplicate,RLVS,NonViolence/NV_263.mp4,eca23ccce1abcda3fd74a0dff40997500502aaacf30149947f6917e72106f314,0,0,0,test,train,1
cluster_0069,perceptual_near_duplicate,RLVS,NonViolence/NV_279.mp4,f1bcd0ba758ae5705dc03b6be843b63566a216d27f702e7158e4472ffb3c88c2,0,0,0,test,train,1
cluster_0090,perceptual_near_duplicate,RLVS,NonViolence/NV_288.mp4,b7a9c9af9316b0650a580cb8494511d9942419b90856e4f407b346878d94f129,0,0,0,validation,train,1
cluster_0154,perceptual_near_duplicate,RLVS,NonViolence/NV_352.mp4,995f44009d616f3bac6f800ebd6debdc40d323a6dd72716f482cdf23932f4738,0,0,0,train,validation,1
cluster_0002,perceptual_near_duplicate,RLVS,NonViolence/NV_364.mp4,a9cdce9797509e4c16b31fe6571fbb19c6aa5e175394f959b075cc8e858151a8,0,0,0,validation,train,1
cluster_0070,perceptual_near_duplicate,RLVS,NonViolence/NV_366.mp4,e6df26cc20e60c089048e7156246ac98d21686b5ab3793940f7dbd2ca7d8e6a2,0,0,0,test,train,1
cluster_0002,perceptual_near_duplicate,RLVS,NonViolence/NV_373.mp4,76c4df6393f7cc250ceec92eb72b2baf92cc41de9d4591a00988e24f7a7d0ad3,0,0,0,validation,train,1
cluster_0002,perceptual_near_duplicate,RLVS,NonViolence/NV_374.mp4,f3f9292203ffec607ee0a86074af5113032e774adfdeae2a00249320bf5ed431,0,0,0,test,train,1
cluster_0002,perceptual_near_duplicate,RLVS,NonViolence/NV_375.mp4,39f6441e3715ed327046edb043fb3939e42c8f3e6b1ae6e274d75bf8a1a35dab,0,0,0,test,train,1
cluster_0002,perceptual_near_duplicate,RLVS,NonViolence/NV_379.mp4,21a9664c47a43823975e914fe1aeba86378fd5782a45754c42ff8dac369d5bc8,0,0,0,test,train,1
cluster_0044,perceptual_near_duplicate,RLVS,NonViolence/NV_38.mp4,f1b438c78b3f5cecf8d543bef0e62b76e63a83fe1bd795bbf4d9f19893dd9089,0,0,0,test,train,1
cluster_0002,perceptual_near_duplicate,RLVS,NonViolence/NV_384.mp4,0a718e47808a9756c20efaffb6f02b1dd2e0703eca11bf2c4b49d2f72f23fb24,0,0,0,validation,train,1
cluster_0045,perceptual_near_duplicate,RLVS,NonViolence/NV_385.mp4,1addf6cfd1e51e909d9ccad200a6cadc6c35da81fca7f9b12a6f715a81e853df,0,0,0,test,train,1
cluster_0005,perceptual_near_duplicate,RLVS,NonViolence/NV_386.mp4,9a11248c6bb6b4f44a0be9ef6d61384765c4acd27c451b6b20ee1a70fc623a48,0,0,0,validation,train,1
cluster_0005,perceptual_near_duplicate,RLVS,NonViolence/NV_391.mp4,6f7eac696f86b25bcd46e0785b0eb614453c286a48ad7eab6737396e47cf663c,0,0,0,validation,train,1
cluster_0005,perceptual_near_duplicate,RLVS,NonViolence/NV_393.mp4,4ac72bae4311899b370a76cc60f1410ba7e7c04f0cd4425a18caabd65b2208b2,0,0,0,validation,train,1
cluster_0110,perceptual_near_duplicate,RLVS,NonViolence/NV_415.mp4,aee3cb5e9b4ad621f3f02ad43d6c0559cb6122704a2b315c8a829cb8e9355ef4,0,0,0,validation,test,1
cluster_0111,perceptual_near_duplicate,RLVS,NonViolence/NV_444.mp4,cee7930e72b5a5926735c1f0f9b031de65836604ff08aca43a98222f35bc7f35,0,0,0,train,test,1
cluster_0113,perceptual_near_duplicate,RLVS,NonViolence/NV_453.mp4,e4f468cc0da5f19ac0266dfca118f3b7926f691853767812431c5a13deedbbd6,0,0,0,train,test,1
cluster_0155,perceptual_near_duplicate,RLVS,NonViolence/NV_457.mp4,31eb5e52b347920b32936d9d7cd4424196e05beae0b22a08572bfa5165679026,0,0,0,train,validation,1
cluster_0156,perceptual_near_duplicate,RLVS,NonViolence/NV_460.mp4,5910bc4cf6d77319ad62513ab3e0f195dded0c0f82eddf99d86fcfa0807ea281,0,0,0,train,validation,1
cluster_0157,perceptual_near_duplicate,RLVS,NonViolence/NV_481.mp4,0868fd120526b7de1cfc213da72ddaf87affdc35a132862547bac3dfb1bd5e70,0,0,0,train,validation,1
cluster_0071,perceptual_near_duplicate,RLVS,NonViolence/NV_493.mp4,9c727a5c1d414ef9af46902f8857f4411bb69b5d6065565a8a43d2e60b2f5b03,0,0,0,validation,test,1
cluster_0071,perceptual_near_duplicate,RLVS,NonViolence/NV_495.mp4,06d8ad296b3a2e182b0ba74420932aa5a4cb277287100cf2e033f4713edaa42d,0,0,0,train,test,1
cluster_0114,perceptual_near_duplicate,RLVS,NonViolence/NV_507.mp4,74fb5bef5e40c8da43e852c3db4b81c9783c7c8f01af84139d1a08da0cc9e685,0,0,0,train,test,1
cluster_0158,perceptual_near_duplicate,RLVS,NonViolence/NV_510.mp4,715bf05e54ea430b3bd1da054fb58ef6a9884343d55f5000916458d578b16425,0,0,0,train,validation,1
cluster_0046,perceptual_near_duplicate,RLVS,NonViolence/NV_517.mp4,03e94f6b06894045b5c1e28dab0e8ed1ac2bb0cf3a2894f04410500f9f9de7d2,0,0,0,train,test,1
cluster_0091,perceptual_near_duplicate,RLVS,NonViolence/NV_525.mp4,f08484f6b8f1c9fef0aadb372392fd82f8be3b3a605916510777466c0375506f,0,0,0,validation,train,1
cluster_0159,perceptual_near_duplicate,RLVS,NonViolence/NV_534.mp4,bee739f065024ec7a51840d489b2a940ddc21ad93e2d88eaa2fe9fb4071b4d46,0,0,0,train,validation,1
cluster_0046,perceptual_near_duplicate,RLVS,NonViolence/NV_541.mp4,f3cba95e6b95b39fdebdd752afca1a6392fe533c17c02153286b055fcb9255f6,0,0,0,train,test,1
cluster_0160,perceptual_near_duplicate,RLVS,NonViolence/NV_579.mp4,aa743079b647eea0c7eaa0567f080027bcb399177f7db480f045a287362776e8,0,0,0,train,validation,1
cluster_0161,perceptual_near_duplicate,RLVS,NonViolence/NV_624.mp4,15775b7d8187d4afbf387b281fd40c84729685162a6ad30a5de42d7b668b7eaf,0,0,0,train,validation,1
cluster_0115,perceptual_near_duplicate,RLVS,NonViolence/NV_638.mp4,c69ca211383f3baff956b8da2d51c03cd8b14f8ad4a4b52c3f739ecb3aa6f564,0,0,0,train,test,1
cluster_0162,perceptual_near_duplicate,RLVS,NonViolence/NV_655.mp4,e16d54b05769e4a7732489a0da5e4c5645b6bbce94cd093e800e87c43920b61b,0,0,0,train,validation,1
cluster_0163,perceptual_near_duplicate,RLVS,NonViolence/NV_683.mp4,f8f8b475407290912e2bbaac2c2b56054230fb9cc9a4a5443b2ce8d226205520,0,0,0,validation,train,1
cluster_0164,perceptual_near_duplicate,RLVS,NonViolence/NV_688.mp4,fe7691bb3d8ecccc64c6271eccd1fd3cc6f4c1bc239b23e5c6b30445b21e96cb,0,0,0,validation,train,1
cluster_0116,perceptual_near_duplicate,RLVS,NonViolence/NV_692.mp4,b9859f4c7c95b6f04fa1404b8dfb7ae5700c69fb62afcf4aa75f52bbfdcf346a,0,0,0,train,test,1
cluster_0072,perceptual_near_duplicate,RLVS,NonViolence/NV_705.mp4,7520933da54707bcb49ede66ce0ec77b745ad2635af2f34b6f38e868d2c94b6f,0,0,0,test,train,1
cluster_0165,perceptual_near_duplicate,RLVS,NonViolence/NV_710.mp4,1badb5d1fe77217082420ff9164f5345db6c1f58f4fcf67fbda20b3a1697284e,0,0,0,train,validation,1
cluster_0047,perceptual_near_duplicate,RLVS,NonViolence/NV_731.mp4,889d66f825dd78c0780073b9a167072f777855d9e55c999c12d8cc2c07b669ff,0,0,0,train,test,1
cluster_0047,perceptual_near_duplicate,RLVS,NonViolence/NV_737.mp4,dc13fb0936aa9daee8aa531bda1a4f71185037f802ed0779fed5e3ddd5cdb891,0,0,0,train,test,1
cluster_0117,perceptual_near_duplicate,RLVS,NonViolence/NV_758.mp4,281872a00c1e86f8dc089d5e6c7ddb56471ec50a335b23d182e131bb9d1b1d21,0,0,0,train,test,1
cluster_0166,perceptual_near_duplicate,RLVS,NonViolence/NV_797.mp4,a840a10137d1edd067adbf634d38b76998d1d4196c85120b789a49876a631159,0,0,0,train,validation,1
cluster_0092,perceptual_near_duplicate,RLVS,NonViolence/NV_866.avi,3ed741febe2a88c0ff1a5d083498bf3add47a5cafd5c39ad81fdf216f5d65d23,0,0,0,validation,train,1
cluster_0009,perceptual_near_duplicate,RLVS,NonViolence/NV_869.avi,082f6a12e83ccfa26677ff20855e6b420250601beac71d3ccdef764a249e29d6,0,0,0,test,train,1
cluster_0112,perceptual_near_duplicate,RLVS,NonViolence/NV_87.mp4,e76035288bd959548309809b0cf370f4c1c83a72c54c2eae298e0973af89d317,0,0,0,train,test,1
cluster_0009,perceptual_near_duplicate,RLVS,NonViolence/NV_872.avi,d34d150ef9d3ab3053e179d63d75ca6bbee2e3455a3d2fc9c412659bf97df30f,0,0,0,test,train,1
cluster_0009,perceptual_near_duplicate,RLVS,NonViolence/NV_877.avi,7cda97749fa81e27ac7a679d07e727f23d3b1da8c37d0ea4922e2c68a1483b3a,0,0,0,test,train,1
cluster_0013,perceptual_near_duplicate,RLVS,NonViolence/NV_881.avi,a9150c55ad75dbbc29182a046413c3ac37415e02afdc5678ea8dfb1cf95d8234,0,0,0,test,train,1
cluster_0013,perceptual_near_duplicate,RLVS,NonViolence/NV_884.avi,d975b5c63ab3be1f9e39ca856d8645dc9e22ed6e97cd42135680e9168e30afa2,0,0,0,test,train,1
cluster_0118,perceptual_near_duplicate,RLVS,NonViolence/NV_890.avi,bd0ed0b26a3630ee3ca713b907134af8aa2c53d2e415d79ca0e9aa9e20fd556c,0,0,0,train,test,1
cluster_0119,perceptual_near_duplicate,RLVS,NonViolence/NV_90.mp4,e967401c07df68d3fb4b4fc4b4059d832436ec838de72ba442fe86ba6745aed8,0,0,0,test,train,1
cluster_0037,perceptual_near_duplicate,RLVS,NonViolence/NV_939.mp4,1982b73d82157d1d1db8620b0dc87336f15482ff4ce15510abe7aac90d6786b6,0,0,0,validation,train,1
cluster_0037,perceptual_near_duplicate,RLVS,NonViolence/NV_952.mp4,24c5975667d168350378867a5da592005e9c113a877d33f4a71e992821e3bc3e,0,0,0,validation,train,1
cluster_0167,perceptual_near_duplicate,RLVS,NonViolence/NV_964.mp4,beecda8d08c23a881f810189a8e5ac1458ef691fa2dc361826b52efd7b60cd54,0,0,0,train,validation,1
cluster_0168,perceptual_near_duplicate,RLVS,NonViolence/NV_994.mp4,c7b709e0bfcc18bdfbbe1d60c7327dc6c00d1272aad8bc5914105dbedfa5b522,0,0,0,train,validation,1
cluster_0064,perceptual_near_duplicate,RLVS,NonViolence/NV_998.mp4,9cbbbd7bb6ddc23bf3b1d3aa6350ce82f1d237ff9b26cf806f8209ecd0a1fa43,0,0,0,validation,train,1
cluster_0120,perceptual_near_duplicate,RLVS,Violence/V_116.mp4,a4694e0a9fb999171a2c9ce51fa8216318b1be9214970bf80f047cbeaf699ee3,1,1,0,train,test,1
cluster_0169,perceptual_near_duplicate,RLVS,Violence/V_616.mp4,45f0f2ab22170671c9249589143d8971d7244094ccff389d07f700277c4059fc,1,1,0,train,validation,1
cluster_0121,perceptual_near_duplicate,RLVS,Violence/V_704.mp4,2a7dc583c4759b4e352c61bec495e12ad833320596394754b7d02a61aafba311,1,1,0,train,test,1
cluster_0170,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0013.avi,2d46e4aab308b8b89a49117bf308e71435c9f1eed7a650477245155b8830547b,1,1,0,train,validation,1
cluster_0073,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0029.avi,3b652a6d0c61714dfdf314d718a45e76c02d431137eec60b6cf6cb00569e7630,1,1,0,test,train,1
cluster_0048,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0034.avi,31159d5c208dc6684bddf908bdca7b3312835d7f11b0fe3df12bc94bd4cb66a8,1,1,0,test,train,1
cluster_0122,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0047.avi,11b1236ef299b1a7d4c95b4da35a4db702897bc576f1a0f4ea5a12de92ae1997,1,1,0,test,validation,1
cluster_0014,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0052.avi,7ff0971fea943b539cf57181b2fc8e8502f93552674493db98942095386c6d79,1,1,0,train,test,1
cluster_0014,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0054.avi,a90de783a8428483b7a955a27d74d58012c85d9c04d59173b9cf601cd0408eeb,1,1,0,train,test,1
cluster_0014,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0056.avi,23b21c48de48d813c651f794867f81f1c31e115294ad2c2f6665e59b86b86403,1,1,0,train,test,1
cluster_0171,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0064.avi,34b641d5e7627f72aa45d7c5aa422566d174d549fdd1882aa55478a2d93e2f8c,1,1,0,train,validation,1
cluster_0172,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0075.avi,5689ccf8caaf6588a40367daf6c92123b6f85e2758853436a0c31a0b44ed169a,1,1,0,train,validation,1
cluster_0006,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0076.avi,8d38902dee5f0220825da70cba00d044f507b78bab8fe731e609c7459b71b46e,1,1,0,test,train,1
cluster_0006,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0077.avi,d7e95c2754354e5beb388b25ec792958225aa63d7d818fa1a8242e7297640cfa,1,1,0,validation,train,1
cluster_0006,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0080.avi,676efa8e2aac54856d5ac8ff45383321ded847b739fa73988d75090d687ded8a,1,1,0,test,train,1
cluster_0173,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0088.avi,6cfd5b246b113569a3e71a956fbfe6a9d8a80e1750dab42feac989ea796102c0,1,1,0,train,validation,1
cluster_0049,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0110.avi,8a46038afbf7a1af2f3b5e49fbae15ffb92529c90ee6d03c2d7b6b9f671d4c2b,1,1,0,validation,train,1
cluster_0049,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0111.avi,117dcfc78fd70502e7d858104f698c5263a64d35960a9499193f906474d6407a,1,1,0,test,train,1
cluster_0074,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0123.avi,2b8a4a089223ed2cb418a5f893d94f08873bec99edc241bd6844d9c3608780e5,1,1,0,train,test,1
cluster_0015,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0130.avi,f29ffd7335f0cb0b8ed07d103a4aa217c8c26c50b9780cff2f9c8cc0be9cdf12,1,1,0,test,validation,1
cluster_0015,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0132.avi,74696e3e38ca52c6a579d5da5dcf252ada6adbf127177be0b83fbdd5415554cf,1,1,0,train,validation,1
cluster_0015,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0133.avi,1ca7d188040566cd51b6623ab4c764d791e0f33d8e9c16d97672547b034e6b68,1,1,0,train,validation,1
cluster_0015,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0134.avi,9eee44863f2659da245e5101af226cf830e69082cff6874236ba960aca73af55,1,1,0,train,validation,1
cluster_0174,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0155.avi,bd60cc6dcfa7365bda54942add71cd78afd5e6b531b35fce6277d46c99123d56,1,1,0,train,validation,1
cluster_0010,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0162.avi,85f57b67abbabeb75bf1d9e5505e18b3577538db9293b80ebbcef533f4a2c743,1,1,0,validation,test,1
cluster_0010,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0163.avi,49bea4e76f38b841fd6c939d4c6fe06a2aaf324a76df34355948967212bf5617,1,1,0,train,test,1
cluster_0010,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0164.avi,6f92d379635f3996d3e7230aacca7f842a7dbed8c381b3a9e2656ff1991f3810,1,1,0,train,test,1
cluster_0010,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0166.avi,84b9069a2975c525fc3f4d3ffb5c291a1156a2c45d9e792a78c472c5f4ca89de,1,1,0,validation,test,1
cluster_0175,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0177.avi,dd691ed8b0dd917c05537d661972d09d1b0e27c064889e7427d6689cbba8a6bc,1,1,0,train,validation,1
cluster_0016,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0183.avi,1561a80585f9c951fd71ce10e09e8aab08aa0824a89be6acebbc9a5ffde57e48,1,1,0,test,validation,1
cluster_0016,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0184.avi,a3b935fa428736d141a883867cdbee007dc6bb92152ebc5a9b7f7b4e693644d0,1,1,0,test,validation,1
cluster_0016,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0188.avi,6bb44268d6e78b9a85a9362d698232158c57d50c3a7b37a0846e46f6dc20d13c,1,1,0,train,validation,1
cluster_0027,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0198.avi,b324175103b6b94357462f32d293c4b185a1de56595a74d57054a01f2095c3a4,1,1,0,test,train,1
cluster_0027,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0200.avi,488ca123c080e55a0ea4f706ef712d9ec88b7452c2fc3646876786a32de04797,1,1,0,test,train,1
cluster_0028,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0210.avi,f2f275ea34421a8001872bc1410d12db7b06af2b5f1dfa23641de759787c8e75,1,1,0,validation,test,1
cluster_0028,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0212.avi,5125ae14639a94823457d5702a955594482f5f64852e19908a39f20344626b7f,1,1,0,train,test,1
cluster_0028,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0213.avi,e533e9581ee19303dcbb85a993c39ae026206741c7c0ee2e7b5140201b9f5e26,1,1,0,validation,test,1
cluster_0075,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0219.avi,3d2642008b779115603e7832cfe9ebfaf34e0649a9cd428d53083f18d905f0ee,1,1,0,test,train,1
cluster_0094,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0234.avi,699fc283c996fb33edba232016d4771a97d55a24b9cbf71e8ebcc80619cdee21,1,1,0,validation,train,1
cluster_0124,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0237.avi,d07edb6b0b36354ccefff299adac1126794fa31408892142a6fd2a781c5e29c4,1,1,0,train,test,1
cluster_0176,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0239.avi,bef8a1b11e4d286b2a93c09b04cb390a66c88515e8d7aeeb24c4335a4ac00fc0,1,1,0,train,validation,1
cluster_0050,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0241.avi,66d92840083d61d534af54822a1de504d5cdca9bad0bcddfb53d77c4d69249a8,1,1,0,train,test,1
cluster_0050,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0243.avi,c62139ca58ea434f6a93bb8bc09f7f78efb49d14b41629492fc060454eac2ce9,1,1,0,train,test,1
cluster_0065,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0249.avi,1af2f0cef6f92377a64d8ef2a17e270dbeca98661dcb2b7ad2a342f613766f5f,0,1,1,train,validation,1
cluster_0177,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0258.avi,59da6c7b88fdc187dc43b550394458cfe44c704a701764c51c97ba88e1d0a466,1,1,0,train,validation,1
cluster_0001,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0270.avi,febda1518a536aafc28ec70cfe128ff22c72bfe4463fe7201e66c9098051ad2b,1,1,0,validation,train,1
cluster_0001,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0273.avi,078172332afa26e1668a25a033ed29d325050598c8d854537922a50375f1051f,1,1,0,validation,train,1
cluster_0001,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0274.avi,71065c4b4a3a50c33a86aecbb5528a472ddcb2bb798667b65fa7b9b3314dcf5a,1,1,0,validation,train,1
cluster_0001,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0275.avi,5e3356123499b12a4fc7187de49b6108558ed3c76099cc6a6d971ca35ebd67bd,1,1,0,validation,train,1
cluster_0001,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0277.avi,d24a31d300a73f10a29400bf4bba720e8a45bcb7b8ca9e292c7b450fa7d9633a,1,1,0,validation,train,1
cluster_0011,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0279.avi,0fa1d34f2ff90ea667a44782a35835003673c4d2abc7c5370604a2a99677bc01,1,1,0,test,train,1
cluster_0011,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0280.avi,64a3f212c930fb26e6dc25820c0518fad1110a15c8812912b2182c80535c54ed,1,1,0,validation,train,1
cluster_0011,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0282.avi,2c7b1fb6c5715cfd96f7b1865f8c87b9f1452fd0e260ec5126b9b674eb2a0185,1,1,0,test,train,1
cluster_0125,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0292.avi,ae3d60098a74435030ef6672a019becec1bf9caefab6d671da2680ee7149461a,1,1,0,train,test,1
cluster_0140,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0310.avi,1764f7af1ffdc5138ccc15d62919f6a3b03ef49598bed71a6b2486cddbb4585e,1,1,0,train,test,1
cluster_0096,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0332.avi,95c03e59ef62bcc29778da6828c34eee06b52f056f1faae33f5ee51b4a96c532,1,1,0,validation,train,1
cluster_0126,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0338.avi,ca7bee6da3696373b57360b44cae0e5c678992ae35bb7afc49a653af7c15bccb,1,1,0,train,test,1
cluster_0051,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0340.avi,43423056770958ae0044121434ab25c4392dd621d25cb2f0d8bc6125ec48698c,1,1,0,test,train,1
cluster_0127,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0344.avi,cacb953d5cc4154031d7b4ad97ea58ffe32961bb76907bd2bf7ce754d08ed340,1,1,0,train,test,1
cluster_0008,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0350.avi,e2135ba275ab0c5de3756756e147f6763125d86cccea1637aa49c0430f562088,1,1,0,validation,train,1
cluster_0129,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0389.avi,dcdf9fcca490921a9f7ab30c13848d53d0de7f2f618074ceacc7d2ff1f2f37c1,1,1,0,test,validation,1
cluster_0029,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0408.avi,6c16d729227e19559bd61d2bcaf32addc056b128f8146ac659e96e7db4fdd91b,1,1,0,test,train,1
cluster_0178,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0429.avi,1187ec8f26dc5c1c3285976b451b8a00cf3192cd4b2510078e3ec7480748673a,1,1,0,train,validation,1
cluster_0066,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0436.avi,da2c8ed1fba7ab24cb81a7a0e215d17c8d854f97a5f6c359048df3ce1470ce6a,1,1,0,validation,train,1
cluster_0131,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0445.avi,068ce4805a3638a6276334c7cfe092b431e53f0c5dc21d2c8964e6a368129b46,1,1,0,train,test,1
cluster_0030,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0446.avi,6f68ec88781599e2264009b54d75466cb524acabae513ed794b274f73eefc9da,1,1,0,train,test,1
cluster_0030,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0450.avi,248e8cbaf2c017e2003ea43655523454b432440fb9a075db79d0b86f713bc27b,1,1,0,train,test,1
cluster_0004,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0456.avi,5e314e6360b8558f0f3bd580f6f7ed4c2fd5219b1cbc1be208898ed1232570f5,1,1,0,validation,train,1
cluster_0021,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0464.avi,f6bb359d9690bf6c3085f67e622c0a2f2a66c5085fbc179871fb6157a6c5e194,1,1,0,train,validation,1
cluster_0021,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0466.avi,01c4046b7d4c5bbb81782e85efb5f64446d516cc728f0a009683a2ee1d4dfcac,1,1,0,train,validation,1
cluster_0031,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0468.avi,560694d2722d1cf0312e48029f696b280e0d021705966e0f695e5f3ae7986233,1,1,0,train,test,1
cluster_0031,perceptual_near_duplicate,RWF-2000,train/Fight/rwf_train_fight_0469.avi,cca27958ece8b0f2b0f3e4c6efb0cbdef74c1ab39152041e6333304ab5e8a0ad,1,1,0,train,test,1
